Base,Source,Question,Base_Answer,Expected_Answer
Anne is white. Dave is green. Fiona is not green. Fiona is red. Fiona is smart. Gary is cold. Gary is white. If something is white then it is green. Nice things are smart. If Dave is green then Dave is nice. All smart things are not white. If something is smart and not cold then it is big. If something is red then it is nice.,"Anne is blue. Anne is cold. Anne is green. Anne is rough. Anne is smart. Anne is young. Bob is blue. Bob is cold. Bob is furry. Bob is smart. Charlie is cold. Fiona is cold. Fiona is green. Fiona is rough. Fiona is smart. All smart things are furry. All cold, young things are smart. All furry things are blue.",Fiona is furry,Unknown,Unknown
"Bob is blue. Bob is kind. Bob is red. Bob is round. Bob is smart. Bob is white. Dave is furry. Dave is kind. Dave is red. Dave is round. Dave is smart. Dave is white. If someone is red then they are furry. All blue people are red. All furry, red people are white. If someone is white then they are red. All blue, kind people are furry. Blue, smart people are round. If someone is round then they are smart. If Dave is blue and Dave is round then Dave is kind.","Anne is kind. Anne is nice. Anne is rough. Erin is green. Erin is kind. Erin is rough. Erin is young. Gary is green. Gary is kind. Gary is nice. Gary is quiet. Gary is rough. Gary is round. Gary is young. Harry is kind. Harry is quiet. Round people are kind. If someone is rough and round then they are green. All quiet, rough people are green. If someone is nice then they are round. Young people are rough. All kind people are nice. If someone is round then they are young.",Bob is nice,Unknown,True
"Bob is big. Bob is red. Bob is round. Charlie is red. Dave is rough. Harry is not big. Harry is red. Harry is round. Harry is smart. Harry is young. Smart, rough things are nice. All big things are not nice. Rough things are smart. Rough, young things are red. If Harry is red and Harry is big then Harry is smart. All red things are young. All round things are young. All nice things are round.","Bob is furry. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Erin is kind. Erin is nice. Erin is red. Erin is round. Erin is smart. Fiona is furry. Fiona is green. Fiona is nice. If someone is round then they are red. Nice people are smart. All furry people are green. All smart people are nice. Smart, red people are kind. Green people are round.",Bob is green,Unknown,Unknown
Erin is not cold. Erin is quiet. Gary is not furry. If someone is red then they are blue. All quiet people are blue. If someone is blue and round then they are cold. If someone is quiet and red then they are kind. Blue people are kind. If Gary is quiet then Gary is kind. If Gary is furry and Gary is red then Gary is blue. If someone is quiet and kind then they are not red.,Bob is big. Bob is not furry. Bob is kind. Bob is nice. Bob is not red. Bob is not round. Bob is young. Erin is big. Erin is furry. Erin is not kind. Erin is nice. Erin is red. Erin is round. Erin is young. If something is young and round then it is big. If Bob is nice and Bob is not red then Bob is kind. All kind things are nice.,Erin is nice,Unknown,True
Bob is cold. Charlie is nice. Gary is quiet. If Gary is quiet then Gary is kind. If Charlie is not nice then Charlie is cold. Kind things are rough. All cold things are young. All rough things are not cold. If Bob is not nice and Bob is not cold then Bob is not young.,Anne is white. Dave is big. Dave is green. Dave is smart. Erin is cold. Erin is green. Harry is white. All cold people are white. If someone is smart and kind then they are round. If someone is big then they are kind. White people are big. All kind people are smart.,Bob is white,Unknown,True
"Anne is not green. Anne is nice. Anne is young. All nice people are smart. All nice, rough people are smart. All furry, white people are smart. If Anne is not young then Anne is green. If Anne is smart and Anne is nice then Anne is not furry. If Anne is white and Anne is rough then Anne is smart. Nice, young people are rough. If someone is white and not smart then they are green.",Bob is big. Bob is not furry. Bob is kind. Bob is nice. Bob is not red. Bob is not round. Bob is young. Erin is big. Erin is furry. Erin is not kind. Erin is nice. Erin is red. Erin is round. Erin is young. If something is young and round then it is big. If Bob is nice and Bob is not red then Bob is kind. All kind things are nice.,Anne is nice,True,True
"Charlie is nice. Erin is round. Fiona is kind. Harry is nice. Cold, nice people are not big. Green, kind people are big. If someone is round then they are big. If Erin is blue and Erin is round then Erin is not nice. All nice people are kind. All nice, kind people are round. If someone is cold and not green then they are not nice. If Erin is not nice then Erin is not big.","Bob is round. Charlie is blue. Charlie is quiet. Charlie is red. Fiona is round. Fiona is smart. Harry is blue. Harry is cold. Harry is round. Harry is smart. All cold things are quiet. If something is red then it is smart. All cold things are rough. Smart, cold things are blue. Quiet, cold things are red. If something is blue and round then it is rough. All round things are cold.",Charlie is quiet,Unknown,True
"Anne is blue. Anne is cold. Anne is furry. Anne is quiet. Anne is rough. Anne is smart. Anne is white. If someone is white then they are quiet. If someone is smart then they are furry. Blue, smart people are cold. If someone is white then they are rough. If Anne is cold and Anne is white then Anne is smart. All furry people are blue. All furry, quiet people are blue. If Anne is smart and Anne is quiet then Anne is blue.","Bob is big. Bob is cold. Bob is furry. Bob is kind. Bob is nice. Bob is quiet. Bob is red. Dave is big. Dave is cold. Dave is furry. Dave is kind. Dave is nice. Dave is quiet. Dave is red. If someone is cold then they are nice. Quiet, big people are nice. Red people are big. If someone is cold and not kind then they are quiet. Nice, big people are quiet. All red people are cold.",Anne is cold,True,True
"Bob is nice. Bob is rough. Erin is quiet. Erin is red. Erin is rough. Erin is white. Erin is young. Red things are white. If Bob is white then Bob is blue. All nice things are young. Nice, red things are young. If something is quiet and not nice then it is not young. All quiet things are red. If something is nice and rough then it is quiet. All blue things are quiet.",Bob is big. Bob is not furry. Bob is kind. Bob is nice. Bob is not red. Bob is not round. Bob is young. Erin is big. Erin is furry. Erin is not kind. Erin is nice. Erin is red. Erin is round. Erin is young. If something is young and round then it is big. If Bob is nice and Bob is not red then Bob is kind. All kind things are nice.,Bob is nice,True,True
Bob is not big. Bob is green. Bob is rough. Bob is round. Bob is smart. Bob is not white. Dave is green. Dave is rough. Erin is not big. Erin is not rough. Erin is smart. Erin is young. If Bob is young and Bob is smart then Bob is rough. Young people are not white. All smart people are not white. If Bob is smart and Bob is not green then Bob is round. Rough people are smart. If someone is white and not smart then they are not round.,"Anne is blue. Anne is round. Anne is smart. Bob is green. Bob is red. Charlie is round. Erin is cold. Erin is green. Erin is round. Erin is smart. All red things are green. If something is smart and cold then it is green. If something is round then it is cold. Green things are young. If something is blue and red then it is green. If Erin is smart then Erin is red. All young, cold things are round. If something is smart and young then it is red.",Bob is green,True,True
"Bob is green. Bob is kind. Bob is nice. Fiona is red. Fiona is smart. Harry is kind. Harry is red. All kind things are blue. All nice, blue things are quiet.",The cow is big. The cow is red. The cow is round. All big people are round. Red people are nice. If the cow is nice and the cow is red then the cow is kind.,Bob is round,Unknown,True
"Bob is big. Bob is blue. Bob is kind. Bob is nice. Bob is quiet. Charlie is kind. Charlie is round. Fiona is kind. Fiona is round. Gary is furry. Quiet, kind things are big. Quiet, big things are blue. Kind, furry things are nice. Furry things are big. If Charlie is nice and Charlie is blue then Charlie is furry. All kind things are quiet. Blue things are nice.",Bob is big. Bob is not furry. Bob is kind. Bob is nice. Bob is not red. Bob is not round. Bob is young. Erin is big. Erin is furry. Erin is not kind. Erin is nice. Erin is red. Erin is round. Erin is young. If something is young and round then it is big. If Bob is nice and Bob is not red then Bob is kind. All kind things are nice.,Bob is nice,True,True
Bob is nice. Bob is red. Dave is green. Dave is nice. Dave is round. Dave is young. Erin is nice. Erin is round. Erin is young. Fiona is green. Fiona is nice. Fiona is round. If something is young and red then it is round. All red things are young. Round things are cold.,Dave is cold. Dave is furry. Dave is green. Dave is nice. Dave is quiet. Dave is young. Erin is big. Erin is cold. Erin is furry. Erin is green. Erin is nice. Erin is quiet. Erin is young. Gary is furry. Gary is green. Gary is young. All nice people are big.,Bob is big,Unknown,True
"Erin is furry. Erin is green. Erin is nice. Erin is quiet. Erin is rough. Erin is round. Erin is white. Nice people are rough. All round people are white. If someone is quiet and rough then they are round. If someone is round then they are rough. All nice people are quiet. If Erin is rough then Erin is white. If someone is furry then they are quiet. All nice, rough people are green.","Bob is round. Charlie is blue. Charlie is quiet. Charlie is red. Fiona is round. Fiona is smart. Harry is blue. Harry is cold. Harry is round. Harry is smart. All cold things are quiet. If something is red then it is smart. All cold things are rough. Smart, cold things are blue. Quiet, cold things are red. If something is blue and round then it is rough. All round things are cold.",Erin is quiet,True,True
"Bob is furry. Bob is nice. Bob is round. Charlie is kind. Charlie is nice. Charlie is round. Fiona is blue. Fiona is cold. Fiona is furry. Fiona is kind. Harry is big. Harry is round. Big, cold people are nice. If someone is furry then they are nice. If Fiona is furry and Fiona is cold then Fiona is not big. If Charlie is not cold then Charlie is kind. All big people are furry. If someone is kind and not big then they are round.",The squirrel is big. The squirrel is green. The squirrel is nice. The squirrel is rough. The squirrel is not round. If someone is green and not round then they are rough. If someone is rough then they are green. All round people are green. If the squirrel is green and the squirrel is round then the squirrel is rough. If someone is round and not rough then they are not big. All rough people are big. If someone is round and not rough then they are nice. All green people are nice.,Harry is green,Unknown,True
"Dave is cold. Dave is kind. Dave is round. Dave is white. Dave is young. Fiona is cold. Fiona is furry. Fiona is kind. Fiona is round. Fiona is smart. Fiona is white. Fiona is young. Gary is smart. Gary is young. Harry is furry. Harry is round. If someone is kind and young then they are smart. If someone is smart then they are round. Young, furry people are kind. All furry people are white. Cold, furry people are white. If Harry is white and Harry is kind then Harry is young. If someone is cold then they are young. All white people are furry. Round, white people are cold.",Anne is smart. Anne is white. Bob is furry. Bob is round. Bob is white. Bob is young. Charlie is green. Charlie is smart. Charlie is white. Charlie is young. Erin is furry. Erin is green. Erin is round. Erin is white. Erin is young. If Bob is smart and Bob is furry then Bob is quiet. If Charlie is round and Charlie is young then Charlie is smart. If Bob is green and Bob is white then Bob is round. If someone is green and young then they are quiet. Smart people are white. All green people are smart. If Erin is white and Erin is young then Erin is furry. Round people are smart.,Fiona is smart,True,True
"Fiona is cold. Fiona is nice. Fiona is quiet. Fiona is not rough. Gary is nice. Gary is quiet. Gary is smart. Harry is cold. Harry is not nice. Harry is round. Quiet people are round. If Gary is round then Gary is green. If Gary is nice and Gary is not round then Gary is not green. If someone is green and not round then they are rough. All nice people are not rough. Rough, quiet people are green.","Bob is furry. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Erin is kind. Erin is nice. Erin is red. Erin is round. Erin is smart. Fiona is furry. Fiona is green. Fiona is nice. If someone is round then they are red. Nice people are smart. All furry people are green. All smart people are nice. Smart, red people are kind. Green people are round.",Fiona is green,Unknown,Unknown
"Anne is big. Anne is cold. Anne is nice. Anne is red. Anne is round. Anne is white. Gary is big. Gary is cold. Gary is nice. Gary is red. Gary is white. Harry is cold. Harry is red. Harry is round. Harry is white. If Harry is round then Harry is white. Big people are cold. If Anne is nice and Anne is green then Anne is big. Big people are nice. All round people are nice. If someone is green then they are big. All nice, round people are green. If Harry is big then Harry is white.","Bob is big. Bob is green. Bob is nice. Bob is quiet. Bob is rough. Bob is smart. Bob is white. Dave is quiet. Erin is big. Erin is green. Erin is nice. Erin is quiet. Erin is rough. Erin is smart. Erin is white. If something is quiet and smart then it is green. If something is green then it is rough. All nice things are quiet. All quiet, white things are green. All rough things are nice. If something is quiet then it is green. If something is big then it is smart. All quiet things are big.",Anne is quiet,Unknown,True
"Anne is blue. Anne is furry. Anne is nice. Anne is quiet. Anne is red. Anne is rough. Anne is round. If Anne is quiet then Anne is furry. Nice, furry things are red. All red things are rough. Nice, blue things are red. Round things are nice. If something is blue then it is nice. All quiet, nice things are blue. If Anne is red and Anne is rough then Anne is nice.","Bob is round. Charlie is blue. Charlie is quiet. Charlie is red. Fiona is round. Fiona is smart. Harry is blue. Harry is cold. Harry is round. Harry is smart. All cold things are quiet. If something is red then it is smart. All cold things are rough. Smart, cold things are blue. Quiet, cold things are red. If something is blue and round then it is rough. All round things are cold.",Anne is quiet,True,True
Bob is big. Bob is blue. Bob is green. Bob is rough. Bob is round. Bob is smart. Bob is young. Charlie is blue. Charlie is green. Charlie is rough. Charlie is round. Charlie is smart. Charlie is young. Fiona is big. Fiona is green. Fiona is round. All young people are blue. Rough people are young. Big people are young.,"Anne is blue. Anne is cold. Anne is green. Anne is rough. Anne is smart. Anne is young. Bob is blue. Bob is cold. Bob is furry. Bob is smart. Charlie is cold. Fiona is cold. Fiona is green. Fiona is rough. Fiona is smart. All smart things are furry. All cold, young things are smart. All furry things are blue.",Bob is furry,Unknown,True
Fiona is big. Fiona is not green. Fiona is smart. Gary is not big. Gary is not blue. Gary is not furry. Gary is green. Gary is not nice. Gary is not red. Gary is not smart. If Fiona is not big and Fiona is not green then Fiona is not blue. If something is nice and not green then it is not red. If something is furry and smart then it is nice. If something is nice and not blue then it is smart. If something is green and nice then it is smart. All smart things are furry.,"Anne is kind. Anne is nice. Anne is rough. Erin is green. Erin is kind. Erin is rough. Erin is young. Gary is green. Gary is kind. Gary is nice. Gary is quiet. Gary is rough. Gary is round. Gary is young. Harry is kind. Harry is quiet. Round people are kind. If someone is rough and round then they are green. All quiet, rough people are green. If someone is nice then they are round. Young people are rough. All kind people are nice. If someone is round then they are young.",Fiona is nice,Unknown,True
"Anne is furry. Anne is green. Anne is quiet. Charlie is furry. Charlie is green. Charlie is quiet. Charlie is white. If something is quiet then it is cold. Cold, green things are white. Furry, green things are nice. All white things are quiet. If something is white then it is quiet. All white things are cold. If something is nice and white then it is green. Nice, furry things are green.",Bob is big. Bob is not furry. Bob is kind. Bob is nice. Bob is not red. Bob is not round. Bob is young. Erin is big. Erin is furry. Erin is not kind. Erin is nice. Erin is red. Erin is round. Erin is young. If something is young and round then it is big. If Bob is nice and Bob is not red then Bob is kind. All kind things are nice.,Charlie is nice,True,True
Anne is blue. Anne is furry. Anne is kind. Anne is quiet. Anne is rough. Anne is round. Anne is young. Erin is blue. Erin is quiet. Fiona is kind. Fiona is rough. Fiona is round. Fiona is young. Harry is blue. Harry is round. If someone is rough and furry then they are kind. Furry people are rough. All quiet people are kind. If someone is kind and rough then they are round. If Harry is blue then Harry is young. If someone is quiet then they are furry. All rough people are quiet. All kind people are quiet.,"Bob is big. Bob is green. Bob is nice. Bob is quiet. Bob is rough. Bob is smart. Bob is white. Dave is quiet. Erin is big. Erin is green. Erin is nice. Erin is quiet. Erin is rough. Erin is smart. Erin is white. If something is quiet and smart then it is green. If something is green then it is rough. All nice things are quiet. All quiet, white things are green. All rough things are nice. If something is quiet then it is green. If something is big then it is smart. All quiet things are big.",Anne is quiet,True,True
Anne is nice. Anne is quiet. Charlie is kind. Charlie is white. Dave is kind. Harry is blue. Harry is young. If someone is kind and not red then they are quiet. If someone is red and nice then they are not blue. If someone is white and kind then they are nice. Red people are white. Kind people are white. If someone is young then they are white. All nice people are young. If Anne is young then Anne is not blue.,"Bob is furry. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Erin is kind. Erin is nice. Erin is red. Erin is round. Erin is smart. Fiona is furry. Fiona is green. Fiona is nice. If someone is round then they are red. Nice people are smart. All furry people are green. All smart people are nice. Smart, red people are kind. Green people are round.",Anne is green,Unknown,True
"Anne is blue. Anne is cold. Anne is green. Anne is rough. Anne is smart. Anne is young. Bob is blue. Bob is cold. Bob is furry. Bob is smart. Charlie is cold. Fiona is cold. Fiona is green. Fiona is rough. Fiona is smart. All smart things are furry. All cold, young things are smart. All furry things are blue.","Fiona is furry. Fiona is quiet. Fiona is round. Gary is nice. Gary is rough. Harry is cold. Harry is green. Harry is quiet. Harry is rough. Harry is round. All quiet, cold people are rough. All green people are nice. Cold, quiet people are round. Nice, furry people are round. All green people are furry. Nice people are furry.",Anne is nice,Unknown,True
Bob is blue. Bob is kind. Bob is red. Bob is white. Charlie is red. Dave is red. Dave is smart. Erin is big. Erin is blue. Erin is kind. Erin is nice. Erin is red. Erin is smart. Erin is white. If Bob is big then Bob is white. If something is blue then it is kind. Red things are smart. All smart things are big. Red things are nice. If something is smart and kind then it is white. If something is big and nice then it is blue. Big things are blue.,"Anne is kind. Anne is nice. Anne is rough. Erin is green. Erin is kind. Erin is rough. Erin is young. Gary is green. Gary is kind. Gary is nice. Gary is quiet. Gary is rough. Gary is round. Gary is young. Harry is kind. Harry is quiet. Round people are kind. If someone is rough and round then they are green. All quiet, rough people are green. If someone is nice then they are round. Young people are rough. All kind people are nice. If someone is round then they are young.",Dave is nice,True,True
Bob is young. Charlie is red. Charlie is round. Charlie is white. Fiona is not cold. Fiona is nice. Gary is young. Rough people are cold. If someone is round and red then they are cold. If someone is young then they are round. If Charlie is white and Charlie is not young then Charlie is round. If Gary is young then Gary is cold. All round people are red. If Bob is young and Bob is not white then Bob is not round. If someone is white and not red then they are nice.,"Anne is blue. Anne is round. Anne is smart. Bob is green. Bob is red. Charlie is round. Erin is cold. Erin is green. Erin is round. Erin is smart. All red things are green. If something is smart and cold then it is green. If something is round then it is cold. Green things are young. If something is blue and red then it is green. If Erin is smart then Erin is red. All young, cold things are round. If something is smart and young then it is red.",Charlie is green,Unknown,True
"Charlie is quiet. Erin is cold. Erin is kind. Erin is rough. Erin is round. Fiona is nice. Fiona is rough. Gary is cold. Gary is kind. Gary is nice. Gary is rough. Gary is round. If someone is round then they are rough. All cold people are kind. Quiet people are nice. White, nice people are cold. Nice people are white. If someone is cold then they are round. If Charlie is nice and Charlie is rough then Charlie is white.","Bob is big. Bob is cold. Bob is furry. Bob is kind. Bob is nice. Bob is quiet. Bob is red. Dave is big. Dave is cold. Dave is furry. Dave is kind. Dave is nice. Dave is quiet. Dave is red. If someone is cold then they are nice. Quiet, big people are nice. Red people are big. If someone is cold and not kind then they are quiet. Nice, big people are quiet. All red people are cold.",Erin is cold,True,True
Dave is blue. Dave is kind. Dave is nice. Dave is red. Erin is big. Erin is blue. Erin is green. Erin is kind. Erin is nice. Erin is young. Gary is big. Gary is blue. Gary is green. Gary is nice. Gary is red. Gary is young. If someone is nice then they are young. If Gary is young then Gary is kind. If someone is big then they are green. If someone is red then they are kind. If someone is big and blue then they are red. If Gary is young and Gary is green then Gary is blue. If someone is kind then they are young. All red people are big.,Anne is smart. Anne is white. Bob is furry. Bob is round. Bob is white. Bob is young. Charlie is green. Charlie is smart. Charlie is white. Charlie is young. Erin is furry. Erin is green. Erin is round. Erin is white. Erin is young. If Bob is smart and Bob is furry then Bob is quiet. If Charlie is round and Charlie is young then Charlie is smart. If Bob is green and Bob is white then Bob is round. If someone is green and young then they are quiet. Smart people are white. All green people are smart. If Erin is white and Erin is young then Erin is furry. Round people are smart.,Dave is smart,Unknown,True
"Dave is green. Dave is nice. Dave is red. Dave is rough. Dave is smart. Dave is white. Dave is not young. Young things are nice. If something is white and not nice then it is not smart. All smart things are green. If something is white and not nice then it is green. All white things are green. If something is green and not smart then it is not red. Smart, young things are not rough. If something is red and not white then it is rough.","Erin is cold. Erin is round. Erin is white. Fiona is cold. Fiona is kind. Fiona is nice. Fiona is red. Fiona is rough. Fiona is round. Fiona is white. All white, round people are nice. Round, nice people are red. All white people are nice. All white, cold people are nice. If someone is white and red then they are rough. All nice people are round. All red people are cold. If someone is white and red then they are rough.",Dave is nice,True,True
The cat is cold. The cat is rough. The cat is young. If something is big and cold then it is blue. All young things are big. If the cat is rough and the cat is blue then the cat is cold. If something is rough then it is big. If something is cold then it is blue. All young things are big.,"Charlie is furry. Charlie is red. Erin is not kind. Erin is smart. Gary is kind. Gary is red. Gary is young. White things are furry. If something is young then it is furry. Red, blue things are young. All smart, white things are young. All young, furry things are smart. All furry things are blue.",cat is blue,True,True
"Bob is cold. Charlie is smart. Gary is smart. Gary is young. Harry is furry. Harry is quiet. Harry is smart. All furry people are young. All furry people are young. Red people are furry. Smart people are furry. All young, furry people are round. Cold, young people are red.",Anne is white. Dave is big. Dave is green. Dave is smart. Erin is cold. Erin is green. Harry is white. All cold people are white. If someone is smart and kind then they are round. If someone is big then they are kind. White people are big. All kind people are smart.,Harry is white,Unknown,True
Charlie is blue. Charlie is cold. Charlie is nice. Charlie is not quiet. Charlie is not rough. Fiona is cold. Fiona is nice. Fiona is rough. Fiona is round. Fiona is white. Gary is blue. Gary is cold. Gary is nice. Gary is rough. Gary is round. Gary is white. If someone is blue and not nice then they are round. All nice people are round. All rough people are white. If someone is nice and not blue then they are not quiet. If someone is rough and not blue then they are cold. If Charlie is not round then Charlie is cold.,"Bob is furry. Bob is kind. Bob is rough. Bob is round. Dave is furry. Erin is furry. Erin is rough. Erin is young. Fiona is furry. Fiona is kind. Fiona is quiet. Fiona is round. Fiona is white. Fiona is young. If someone is white then they are kind. All young people are white. Furry people are rough. White, round people are young. If someone is kind then they are round. If Dave is furry then Dave is quiet. Round, white people are furry. All round, furry people are quiet. All quiet, rough people are white.",Charlie is white,Unknown,True
Anne is blue. Anne is quiet. Anne is red. Erin is big. Erin is green. Erin is kind. Erin is quiet. Erin is round. Fiona is big. Fiona is blue. Fiona is green. Fiona is kind. Fiona is quiet. Fiona is red. Fiona is round. All round things are quiet. All quiet things are big. All red things are green. If something is green then it is kind. If something is blue then it is big. All blue things are quiet.,"Bob is big. Bob is cold. Bob is furry. Bob is kind. Bob is nice. Bob is quiet. Bob is red. Dave is big. Dave is cold. Dave is furry. Dave is kind. Dave is nice. Dave is quiet. Dave is red. If someone is cold then they are nice. Quiet, big people are nice. Red people are big. If someone is cold and not kind then they are quiet. Nice, big people are quiet. All red people are cold.",Erin is cold,Unknown,True
"Charlie is quiet. Dave is young. Erin is cold. Fiona is cold. Cold people are young. All young people are nice. Quiet people are nice. If Erin is young and Erin is not cold then Erin is nice. If Dave is blue then Dave is not white. All cold, nice people are blue. All nice, white people are blue. All cold, white people are quiet.","Anne is blue. Anne is cold. Anne is green. Anne is rough. Anne is smart. Anne is young. Bob is blue. Bob is cold. Bob is furry. Bob is smart. Charlie is cold. Fiona is cold. Fiona is green. Fiona is rough. Fiona is smart. All smart things are furry. All cold, young things are smart. All furry things are blue.",Dave is furry,Unknown,True
Fiona is kind. Harry is big. Harry is furry. If someone is furry and kind then they are white. All furry people are young. If Fiona is white then Fiona is young.,Erin is blue. Erin is cold. Gary is cold. All cold things are blue. If something is cold then it is furry. If something is white and green then it is furry.,Harry is blue,Unknown,True
"Dave is blue. Dave is furry. Dave is green. Dave is kind. Dave is red. Dave is smart. Dave is white. Harry is green. Harry is smart. Harry is white. All red people are smart. All kind, furry people are white. Furry, white people are red. If someone is white and furry then they are kind. All smart, green people are furry. Red people are blue. If someone is white and red then they are smart. All green, kind people are furry.","Charlie is big. Charlie is furry. Charlie is kind. Charlie is nice. Charlie is quiet. Charlie is round. Charlie is white. Dave is not furry. Dave is kind. Dave is not quiet. Dave is round. Dave is white. If something is furry and white then it is kind. All furry, kind things are quiet. All kind things are white. Kind, round things are big. If something is round and big then it is nice. If something is white and not big then it is nice.",Dave is white,True,True
Charlie is rough. Dave is furry. Dave is green. Dave is kind. Dave is nice. Dave is red. Dave is rough. Dave is round. Fiona is furry. Fiona is red. Fiona is round. Gary is round. If something is furry and round then it is rough. All round things are red. If Charlie is furry then Charlie is green. Green things are kind. All red things are rough. All rough things are green.,Bob is big. Bob is not furry. Bob is kind. Bob is nice. Bob is not red. Bob is not round. Bob is young. Erin is big. Erin is furry. Erin is not kind. Erin is nice. Erin is red. Erin is round. Erin is young. If something is young and round then it is big. If Bob is nice and Bob is not red then Bob is kind. All kind things are nice.,Dave is nice,True,True
Anne is cold. Anne is kind. Anne is not red. Anne is smart. Dave is green. Dave is kind. Dave is rough. Dave is young. Gary is not green. Harry is cold. Harry is green. Harry is not kind. Harry is red. Harry is rough. Harry is not smart. Harry is young. If someone is cold and not red then they are rough. If someone is kind and not cold then they are not rough. If someone is kind then they are rough. If someone is cold then they are young. All rough people are young. If someone is young and red then they are not kind.,"Dave is big. Dave is cold. Dave is furry. Dave is red. Dave is round. Erin is cold. Fiona is furry. Fiona is kind. Fiona is rough. Fiona is round. Harry is cold. Harry is furry. Harry is rough. Harry is round. If something is red and round then it is big. If something is kind then it is round. All furry things are rough. If something is red then it is kind. Big, round things are rough. If Dave is furry then Dave is kind. All round, big things are rough. Big things are red. If something is cold then it is red.",Dave is rough,True,True
"Anne is blue. Anne is green. Anne is quiet. Bob is blue. Bob is green. Bob is kind. Bob is red. Gary is cold. Gary is red. Harry is blue. Harry is cold. Harry is green. Harry is quiet. Harry is red. Harry is young. If Gary is red then Gary is kind. All quiet things are young. All blue, quiet things are kind. Young, green things are cold. All red, kind things are green. All red things are cold. All red, green things are blue. Quiet things are kind.","Anne is kind. Anne is nice. Anne is rough. Erin is green. Erin is kind. Erin is rough. Erin is young. Gary is green. Gary is kind. Gary is nice. Gary is quiet. Gary is rough. Gary is round. Gary is young. Harry is kind. Harry is quiet. Round people are kind. If someone is rough and round then they are green. All quiet, rough people are green. If someone is nice then they are round. Young people are rough. All kind people are nice. If someone is round then they are young.",Anne is nice,Unknown,True
Anne is blue. Fiona is rough. If someone is furry then they are kind. If Fiona is white then Fiona is green. All blue people are green.,"Bob is blue. Bob is round. Bob is white. All round people are big. All green, white people are nice. All big people are green.",Anne is big,Unknown,True
"Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Bob is white. If something is kind and round then it is smart. All green things are smart. White, green things are red. All white things are green. If Bob is round then Bob is smart. All round, white things are smart. If something is nice then it is round. Green, round things are kind.",Bob is big. Bob is not furry. Bob is kind. Bob is nice. Bob is not red. Bob is not round. Bob is young. Erin is big. Erin is furry. Erin is not kind. Erin is nice. Erin is red. Erin is round. Erin is young. If something is young and round then it is big. If Bob is nice and Bob is not red then Bob is kind. All kind things are nice.,Bob is nice,True,True
"The tiger is not big. The tiger is blue. The tiger is kind. The tiger is red. The tiger is young. Big, kind things are not young. If the tiger is not big then the tiger is young. If the tiger is big then the tiger is red. If something is young then it is red. All blue things are red. If something is red and not big then it is blue. If something is big then it is blue. If something is red and not young then it is blue.","Charlie is big. Charlie is furry. Charlie is kind. Charlie is nice. Charlie is quiet. Charlie is round. Charlie is white. Dave is not furry. Dave is kind. Dave is not quiet. Dave is round. Dave is white. If something is furry and white then it is kind. All furry, kind things are quiet. All kind things are white. Kind, round things are big. If something is round and big then it is nice. If something is white and not big then it is nice.",tiger is white,Unknown,True
Anne is big. Anne is round. Anne is white. Gary is big. Gary is blue. Gary is furry. Gary is green. Gary is round. Gary is white. Gary is young. All big things are green. All green things are furry. All blue things are green.,"Bob is red. Fiona is blue. Fiona is kind. All red things are furry. Quiet, cold things are red. Cold things are furry. If something is furry then it is kind. All kind things are round. If Bob is blue and Bob is red then Bob is round.",Anne is furry,True,True
Bob is big. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Charlie is green. Charlie is kind. Dave is big. Dave is green. Dave is nice. Dave is round. Dave is smart. Harry is green. Harry is smart. All kind people are round.,Dave is cold. Dave is furry. Dave is green. Dave is nice. Dave is quiet. Dave is young. Erin is big. Erin is cold. Erin is furry. Erin is green. Erin is nice. Erin is quiet. Erin is young. Gary is furry. Gary is green. Gary is young. All nice people are big.,Bob is big,True,True
"Dave is big. Dave is cold. Erin is kind. Gary is kind. Gary is quiet. Gary is red. Harry is rough. If something is red then it is cold. All kind things are red. Cold things are quiet. Rough things are cold. Rough, red things are kind. If something is kind then it is big. If Harry is kind and Harry is smart then Harry is quiet. If Erin is big then Erin is smart.",Bob is big. Bob is not furry. Bob is kind. Bob is nice. Bob is not red. Bob is not round. Bob is young. Erin is big. Erin is furry. Erin is not kind. Erin is nice. Erin is red. Erin is round. Erin is young. If something is young and round then it is big. If Bob is nice and Bob is not red then Bob is kind. All kind things are nice.,Erin is nice,Unknown,True
"Bob is blue. Bob is round. Bob is white. All round people are big. All green, white people are nice. All big people are green.",Anne is blue. Fiona is rough. If someone is furry then they are kind. If Fiona is white then Fiona is green. All blue people are green.,Bob is green,True,True
"Bob is nice. Charlie is round. Young, red people are blue. Round, red people are not young. All round people are red. If someone is round and rough then they are not cold. If Charlie is not young then Charlie is not cold. If Bob is rough and Bob is not cold then Bob is nice.","Bob is young. Erin is quiet. Gary is quiet. Harry is kind. If Gary is cold and Gary is red then Gary is smart. If Erin is red then Erin is nice. All quiet things are kind. All red, quiet things are nice. Kind things are red. If something is quiet then it is smart.",Charlie is kind,Unknown,True
