Base,Source,Question,Base_Answer,Expected_Answer
"charlie is blue. charlie is not quiet. dave is blue. dave is nice. fiona is big. fiona is quiet. fiona is round. gary is furry. gary is quiet. gary is round. if something is nice then it is not cold. if something is nice and not furry then it is blue. all cold, big things are not blue. cold things are not nice. if something is blue and quiet then it is not nice",The cat is green. The cat is young. The cat likes the cow. The cat likes the dog. The cow eats the cat. The cow eats the dog. The dog is cold. The dog likes the cat. The dog needs the cat. The dog needs the lion. The lion is cold. The lion needs the cat. if someone likes the cat then they need the dog. if someone eats the dog then they need the cow. if someone needs the dog then the dog is green.,dave need dog,Unknown,True
"cow is cold. cow is red. cow visit tiger. lion chase tiger. lion is rough. lion is round. lion see cow. lion see squirrel. squirrel is cold. squirrel visit tiger. tiger chase lion. tiger is red. if something see squirrel then it is blue. if something is cold and blue then it chase cow. if something see tiger then tiger is round. if something is blue then it is red. if something chase tiger and tiger see cow then cow see tiger. if something is round and it see cow then cow visit tiger. if something chase cow then cow chase tiger. if squirrel chase tiger and tiger is round then squirrel visit cow. rough, red things are cold",The rabbit is big. The rabbit is cold. The rabbit is nice. The rabbit is rough. The rabbit is round. The rabbit needs the squirrel. The rabbit sees the squirrel. The rabbit visits the squirrel. The squirrel is big. The squirrel is cold. The squirrel is nice. The squirrel is round. The squirrel needs the rabbit. The squirrel sees the rabbit. The squirrel visits the rabbit. if someone visits the rabbit then they are big. if someone sees the rabbit then they are big. if someone sees the rabbit and they see the squirrel then the squirrel is rough. if someone sees the squirrel and the squirrel is rough then they see the rabbit. if the rabbit needs the squirrel then the rabbit is big. if someone needs the rabbit then they see the squirrel. if the squirrel is cold and the squirrel needs the rabbit then the squirrel sees the rabbit. if someone needs the squirrel then the squirrel sees the rabbit.,lion is blue,True,Unknown
"cow is cold. cow is red. cow visit tiger. lion chase tiger. lion is rough. lion is round. lion see cow. lion see squirrel. squirrel is cold. squirrel visit tiger. tiger chase lion. tiger is red. if something see squirrel then it is blue. if something is cold and blue then it chase cow. if something see tiger then tiger is round. if something is blue then it is red. if something chase tiger and tiger see cow then cow see tiger. if something is round and it see cow then cow visit tiger. if something chase cow then cow chase tiger. if squirrel chase tiger and tiger is round then squirrel visit cow. rough, red things are cold",The rabbit is big. The rabbit is cold. The rabbit is nice. The rabbit is rough. The rabbit is round. The rabbit needs the squirrel. The rabbit sees the squirrel. The rabbit visits the squirrel. The squirrel is big. The squirrel is cold. The squirrel is nice. The squirrel is round. The squirrel needs the rabbit. The squirrel sees the rabbit. The squirrel visits the rabbit. if someone visits the rabbit then they are big. if someone sees the rabbit then they are big. if someone sees the rabbit and they see the squirrel then the squirrel is rough. if someone sees the squirrel and the squirrel is rough then they see the rabbit. if the rabbit needs the squirrel then the rabbit is big. if someone needs the rabbit then they see the squirrel. if the squirrel is cold and the squirrel needs the rabbit then the squirrel sees the rabbit. if someone needs the squirrel then the squirrel sees the rabbit.,lion are big,Unknown,True
cat eat dog. cat eat mouse. cat is big. cat see dog. dog chase cat. dog chase tiger. dog does not eat cat. dog is green. mouse chase tiger. mouse does not eat tiger. mouse is green. mouse does not see dog. tiger is red. tiger see dog. tiger does not see mouse. if someone is big then they do not chase dog. if someone is kind and blue then they chase cat. if tiger does not see dog and tiger does not eat mouse then dog see tiger,"The cat chases the dog. The cat is big. The cat needs the dog. The cat visits the rabbit. The dog is big. The dog is cold. The dog is round. The dog needs the cat. The dog needs the rabbit. The dog visits the rabbit. The rabbit chases the cat. The rabbit needs the dog. if someone is big then they need the cat. if the cat chases the rabbit then the rabbit chases the dog. if someone needs the cat and they need the dog then they chase the rabbit. Blue, green people are round. if someone needs the dog and the dog is big then they are cold. if someone chases the cat then they are green.",cat chase dog,False,Unknown
cat eat dog. cat eat mouse. cat is big. cat see dog. dog chase cat. dog chase tiger. dog does not eat cat. dog is green. mouse chase tiger. mouse does not eat tiger. mouse is green. mouse does not see dog. tiger is red. tiger see dog. tiger does not see mouse. if someone is big then they do not chase dog. if someone is kind and blue then they chase cat. if tiger does not see dog and tiger does not eat mouse then dog see tiger,"The cat chases the dog. The cat is big. The cat needs the dog. The cat visits the rabbit. The dog is big. The dog is cold. The dog is round. The dog needs the cat. The dog needs the rabbit. The dog visits the rabbit. The rabbit chases the cat. The rabbit needs the dog. if someone is big then they need the cat. if the cat chases the rabbit then the rabbit chases the dog. if someone needs the cat and they need the dog then they chase the rabbit. Blue, green people are round. if someone needs the dog and the dog is big then they are cold. if someone chases the cat then they are green.",cat need cat,Unknown,True
bear chase tiger. cat need tiger. cow need bear. tiger is big. if someone need tiger then tiger is kind. if someone chase cat then they visit bear. if someone chase bear then bear chase tiger. young people are red. if someone visit cow then they chase bear. if someone is big and they visit bear then bear chase cow. if bear chase tiger then tiger chase cat. if someone need cow then cow chase cat,The lion chases the rabbit. The lion is not big. The lion is not green. The lion is nice. The lion is young. The lion does not like the rabbit. The lion sees the rabbit. The rabbit chases the lion. The rabbit is big. The rabbit is green. The rabbit is nice. The rabbit is red. The rabbit is young. The rabbit likes the lion. The rabbit sees the lion. if someone chases the rabbit then they see the rabbit. if someone is big then they chase the rabbit. if someone likes the rabbit then the rabbit chases the lion.,tiger is kind,True,Unknown
bear chase tiger. cat need tiger. cow need bear. tiger is big. if someone need tiger then tiger is kind. if someone chase cat then they visit bear. if someone chase bear then bear chase tiger. young people are red. if someone visit cow then they chase bear. if someone is big and they visit bear then bear chase cow. if bear chase tiger then tiger chase cat. if someone need cow then cow chase cat,The lion chases the rabbit. The lion is not big. The lion is not green. The lion is nice. The lion is young. The lion does not like the rabbit. The lion sees the rabbit. The rabbit chases the lion. The rabbit is big. The rabbit is green. The rabbit is nice. The rabbit is red. The rabbit is young. The rabbit likes the lion. The rabbit sees the lion. if someone chases the rabbit then they see the rabbit. if someone is big then they chase the rabbit. if someone likes the rabbit then the rabbit chases the lion.,cat see rabbit,Unknown,True
"bob is cold. bob is kind. bob is quiet. bob is smart. bob is not white. bob is not young. if something is cold then it is furry. if something is young and not quiet then it is smart. all young, furry things are not smart. kind things are furry. all smart things are kind. if bob is young and bob is not quiet then bob is smart. if bob is furry then bob is smart","Charlie is round. Dave is blue. Dave is nice. Fiona is big. Fiona is not kind. Fiona is nice. Gary is nice. if something is kind then it is blue. Round, cold things are nice. Round, big things are cold. if something is big and not round then it is not cold. if something is quiet then it is big. if something is round then it is quiet. if Gary is big and Gary is cold then Gary is kind. Cold, round things are kind.",bob is furry,True,Unknown
"bob is cold. bob is kind. bob is quiet. bob is smart. bob is not white. bob is not young. if something is cold then it is furry. if something is young and not quiet then it is smart. all young, furry things are not smart. kind things are furry. all smart things are kind. if bob is young and bob is not quiet then bob is smart. if bob is furry then bob is smart","Charlie is round. Dave is blue. Dave is nice. Fiona is big. Fiona is not kind. Fiona is nice. Gary is nice. if something is kind then it is blue. Round, cold things are nice. Round, big things are cold. if something is big and not round then it is not cold. if something is quiet then it is big. if something is round then it is quiet. if Gary is big and Gary is cold then Gary is kind. Cold, round things are kind.",bob is blue,Unknown,True
anne is quiet. dave is red. erin is green. if something is quiet then it is blue. all blue things are smart,Anne is young. Erin is quiet. Gary is young. if someone is quiet then they are young. if someone is smart then they are cold. All cold people are kind.,anne is blue,True,Unknown
anne is quiet. dave is red. erin is green. if something is quiet then it is blue. all blue things are smart,Anne is young. Erin is quiet. Gary is young. if someone is quiet then they are young. if someone is smart then they are cold. All cold people are kind.,anne are young,Unknown,True
rabbit chase tiger. rabbit eat tiger. rabbit is cold. rabbit is nice. rabbit is red. rabbit is rough. rabbit is young. rabbit need tiger. tiger chase rabbit. tiger is cold. tiger is nice. tiger is red. tiger is rough. tiger is young. tiger need rabbit. if something is nice then it eat rabbit,"The dog chases the lion. The dog does not chase the rabbit. The dog sees the lion. The lion is not rough. The lion sees the dog. The lion does not visit the rabbit. The rabbit does not chase the lion. The rabbit is cold. The rabbit sees the dog. The rabbit sees the lion. The rabbit visits the dog. The rabbit visits the lion. Young, rough people are not blue. if someone visits the lion then the lion visits the dog.",rabbit eat rabbit,True,Unknown
rabbit chase tiger. rabbit eat tiger. rabbit is cold. rabbit is nice. rabbit is red. rabbit is rough. rabbit is young. rabbit need tiger. tiger chase rabbit. tiger is cold. tiger is nice. tiger is red. tiger is rough. tiger is young. tiger need rabbit. if something is nice then it eat rabbit,"The dog chases the lion. The dog does not chase the rabbit. The dog sees the lion. The lion is not rough. The lion sees the dog. The lion does not visit the rabbit. The rabbit does not chase the lion. The rabbit is cold. The rabbit sees the dog. The rabbit sees the lion. The rabbit visits the dog. The rabbit visits the lion. Young, rough people are not blue. if someone visits the lion then the lion visits the dog.",Lion visit dog,Unknown,True
cat need mouse. dog need rabbit. mouse does not need rabbit. rabbit eat mouse. if something eat mouse then it need dog. if something need dog then it like mouse. if something like dog then dog is round. if something like cat then cat eat dog. if cat like mouse then mouse does not need rabbit. if something eat cat and it is not rough then cat eat mouse. rough things are green. if something eat rabbit and it is not green then rabbit need mouse,The dog visits the lion. The lion is green. The tiger chases the lion. if someone is cold then they visit the tiger. if the tiger chases the dog then the dog chases the lion. if someone visits the lion then the lion sees the tiger. if someone is big then they chase the dog. if someone sees the dog then the dog is big. if someone chases the lion then they see the dog. if the lion is kind and the lion visits the dog then the lion sees the dog. if someone sees the dog and they do not visit the tiger then the tiger is not nice.,rabbit need dog,True,Unknown
cat need mouse. dog need rabbit. mouse does not need rabbit. rabbit eat mouse. if something eat mouse then it need dog. if something need dog then it like mouse. if something like dog then dog is round. if something like cat then cat eat dog. if cat like mouse then mouse does not need rabbit. if something eat cat and it is not rough then cat eat mouse. rough things are green. if something eat rabbit and it is not green then rabbit need mouse,The dog visits the lion. The lion is green. The tiger chases the lion. if someone is cold then they visit the tiger. if the tiger chases the dog then the dog chases the lion. if someone visits the lion then the lion sees the tiger. if someone is big then they chase the dog. if someone sees the dog then the dog is big. if someone chases the lion then they see the dog. if the lion is kind and the lion visits the dog then the lion sees the dog. if someone sees the dog and they do not visit the tiger then the tiger is not nice.,rabbit visit tiger,Unknown,True
cat is big. cat is cold. cat is nice. cat is round. if something is round then it is kind,"Charlie is quiet. Charlie is not white. Charlie is young. Smart people are blue. if Charlie is smart then Charlie is blue. Quiet, round people are white.",cat is kind,True,Unknown
cat is big. cat is cold. cat is nice. cat is round. if something is round then it is kind,"Charlie is quiet. Charlie is not white. Charlie is young. Smart people are blue. if Charlie is smart then Charlie is blue. Quiet, round people are white.",Charlie is blue,Unknown,True
dog visit mouse. mouse visit dog. mouse visit tiger. tiger eat dog. tiger is blue. tiger need dog. tiger need mouse. if something need mouse then mouse is red. if mouse visit tiger and mouse is big then tiger eat mouse. if something is big then it visit tiger,The bear visits the cat. The bear visits the rabbit. The cat needs the bear. The cat visits the bear. The dog eats the rabbit. The dog is blue. The dog is cold. The dog is nice. The rabbit is not blue. The rabbit is nice. The rabbit needs the cat. The rabbit visits the dog. if something visits the dog then the dog needs the rabbit.,mouse is red,Unknown,True
dog visit mouse. mouse visit dog. mouse visit tiger. tiger eat dog. tiger is blue. tiger need dog. tiger need mouse. if something need mouse then mouse is red. if mouse visit tiger and mouse is big then tiger eat mouse. if something is big then it visit tiger,The bear visits the cat. The bear visits the rabbit. The cat needs the bear. The cat visits the bear. The dog eats the rabbit. The dog is blue. The dog is cold. The dog is nice. The rabbit is not blue. The rabbit is nice. The rabbit needs the cat. The rabbit visits the dog. if something visits the dog then the dog needs the rabbit.,Dog need rabbit,Unknown,True
bear eat rabbit. bear is red. bear is round. bear see rabbit. cat see tiger. rabbit see bear. tiger eat bear. tiger eat cat. tiger is green. tiger is red. tiger is rough. if something see rabbit then it need cat. if something is green and it need cat then cat need tiger. if cat need bear and cat need rabbit then cat does not see bear. if something is rough and green then it see rabbit. if something is big then it see cat. if something need tiger then tiger is big. if something see tiger and it does not need tiger then it eat bear,The bear eats the cat. The bear eats the cow. The bear eats the lion. The bear is cold. The bear is round. The cat is big. The cat is kind. The cat is round. The cat needs the cow. The cow eats the bear. The cow eats the cat. The cow is nice. The cow needs the cat. The cow visits the lion. The lion eats the cat. The lion needs the cat. if something eats the bear then the bear visits the cat. if something is kind then it eats the bear. if something needs the cow then it visits the bear. if something needs the cow and it visits the cat then the cat is nice. if the cow is cold and the cow needs the lion then the cow needs the bear. if something is big and it needs the cow then it is kind.,bear need cat,True,Unknown
bear eat rabbit. bear is red. bear is round. bear see rabbit. cat see tiger. rabbit see bear. tiger eat bear. tiger eat cat. tiger is green. tiger is red. tiger is rough. if something see rabbit then it need cat. if something is green and it need cat then cat need tiger. if cat need bear and cat need rabbit then cat does not see bear. if something is rough and green then it see rabbit. if something is big then it see cat. if something need tiger then tiger is big. if something see tiger and it does not need tiger then it eat bear,The bear eats the cat. The bear eats the cow. The bear eats the lion. The bear is cold. The bear is round. The cat is big. The cat is kind. The cat is round. The cat needs the cow. The cow eats the bear. The cow eats the cat. The cow is nice. The cow needs the cat. The cow visits the lion. The lion eats the cat. The lion needs the cat. if something eats the bear then the bear visits the cat. if something is kind then it eats the bear. if something needs the cow then it visits the bear. if something needs the cow and it visits the cat then the cat is nice. if the cow is cold and the cow needs the lion then the cow needs the bear. if something is big and it needs the cow then it is kind.,Bear visit cat,Unknown,True
"cat is big. cat need dog. cat visit rabbit. dog is big. dog is cold. dog is round. dog need rabbit. dog visit rabbit. rabbit chase cat. rabbit need dog. if someone is big then they need cat. if someone need cat and they need dog then they chase rabbit. blue, green people are round. if someone need dog and dog is big then they are cold. if someone chase cat then they are green",The cat eats the dog. The cat eats the mouse. The cat is big. The cat sees the dog. The dog chases the cat. The dog chases the tiger. The dog does not eat the cat. The dog is green. The mouse chases the tiger. The mouse does not eat the tiger. The mouse is green. The mouse does not see the dog. The tiger is red. The tiger sees the dog. The tiger does not see the mouse. if someone is kind and blue then they chase the cat. if the tiger does not see the dog and the tiger does not eat the mouse then the dog sees the tiger. if someone is big then they do not chase the dog.,cat need cat,True,Unknown
"cat is big. cat need dog. cat visit rabbit. dog is big. dog is cold. dog is round. dog need rabbit. dog visit rabbit. rabbit chase cat. rabbit need dog. if someone is big then they need cat. if someone need cat and they need dog then they chase rabbit. blue, green people are round. if someone need dog and dog is big then they are cold. if someone chase cat then they are green",The cat eats the dog. The cat eats the mouse. The cat is big. The cat sees the dog. The dog chases the cat. The dog chases the tiger. The dog does not eat the cat. The dog is green. The mouse chases the tiger. The mouse does not eat the tiger. The mouse is green. The mouse does not see the dog. The tiger is red. The tiger sees the dog. The tiger does not see the mouse. if someone is kind and blue then they chase the cat. if the tiger does not see the dog and the tiger does not eat the mouse then the dog sees the tiger. if someone is big then they do not chase the dog.,cat chase dog,Unknown,True
"charlie is not smart. charlie is white. dave is cold. dave is red. dave is not round. dave is smart. erin is big. erin is red. erin is not round. erin is white. harry is not big. harry is blue. harry is cold. harry is not red. harry is round. harry is white. if someone is red then they are smart. if charlie is smart then charlie is big. red, blue people are white. blue, white people are cold","Charlie is cold. Charlie is furry. Charlie is round. Charlie is not smart. Erin is furry. Erin is not round. Fiona is blue. Harry is blue. Harry is cold. Harry is furry. Harry is nice. Harry is round. Harry is smart. Harry is young. if someone is young then they are blue. if someone is furry and blue then they are cold. All furry people are young. if Erin is furry then Erin is young. if Erin is smart then Erin is nice. if Harry is not blue then Harry is nice. if someone is cold and not round then they are smart. All nice, cold people are smart.",dave are smart,True,Unknown
"charlie is not smart. charlie is white. dave is cold. dave is red. dave is not round. dave is smart. erin is big. erin is red. erin is not round. erin is white. harry is not big. harry is blue. harry is cold. harry is not red. harry is round. harry is white. if someone is red then they are smart. if charlie is smart then charlie is big. red, blue people are white. blue, white people are cold","Charlie is cold. Charlie is furry. Charlie is round. Charlie is not smart. Erin is furry. Erin is not round. Fiona is blue. Harry is blue. Harry is cold. Harry is furry. Harry is nice. Harry is round. Harry is smart. Harry is young. if someone is young then they are blue. if someone is furry and blue then they are cold. All furry people are young. if Erin is furry then Erin is young. if Erin is smart then Erin is nice. if Harry is not blue then Harry is nice. if someone is cold and not round then they are smart. All nice, cold people are smart.",dave are blue,Unknown,True
cat like squirrel. cat see squirrel. dog is blue. dog does not like squirrel. squirrel like cat. squirrel see cat. squirrel visit dog. if something see squirrel then squirrel does not visit cat,The bear chases the mouse. The bear is rough. The cat chases the bear. The cat chases the mouse. The cat is kind. The mouse chases the rabbit. The rabbit needs the cat. if something chases the bear then it chases the cat.,Squirrel visit cat,False,Unknown
cat like squirrel. cat see squirrel. dog is blue. dog does not like squirrel. squirrel like cat. squirrel see cat. squirrel visit dog. if something see squirrel then squirrel does not visit cat,The bear chases the mouse. The bear is rough. The cat chases the bear. The cat chases the mouse. The cat is kind. The mouse chases the rabbit. The rabbit needs the cat. if something chases the bear then it chases the cat.,cat chase cat,Unknown,True
bear chase dog. bear eat cat. cat chase dog. cat see dog. dog eat bear. dog is kind. if something eat cat then cat eat dog. if something eat bear and it is green then bear is round. if dog is green then dog chase cat. if something is blue then it see dog. if something see bear then it is round. if something eat cat then cat is blue. if bear see cat and bear is rough then bear chase cat,The mouse chases the squirrel. The mouse is kind. The mouse is round. The mouse likes the squirrel. The squirrel chases the mouse. The squirrel is kind. The squirrel is round. if something likes the mouse and the mouse chases the squirrel then the squirrel chases the mouse. if the mouse is young then the mouse is green. if the mouse needs the squirrel then the mouse is young. if something needs the mouse then the mouse chases the squirrel. if something likes the squirrel then it chases the squirrel. if the mouse is round and the mouse needs the squirrel then the mouse is kind. if something is green then it needs the squirrel. if something is kind and it needs the squirrel then it is green.,Cat eat dog,True,Unknown
bear chase dog. bear eat cat. cat chase dog. cat see dog. dog eat bear. dog is kind. if something eat cat then cat eat dog. if something eat bear and it is green then bear is round. if dog is green then dog chase cat. if something is blue then it see dog. if something see bear then it is round. if something eat cat then cat is blue. if bear see cat and bear is rough then bear chase cat,The mouse chases the squirrel. The mouse is kind. The mouse is round. The mouse likes the squirrel. The squirrel chases the mouse. The squirrel is kind. The squirrel is round. if something likes the mouse and the mouse chases the squirrel then the squirrel chases the mouse. if the mouse is young then the mouse is green. if the mouse needs the squirrel then the mouse is young. if something needs the mouse then the mouse chases the squirrel. if something likes the squirrel then it chases the squirrel. if the mouse is round and the mouse needs the squirrel then the mouse is kind. if something is green then it needs the squirrel. if something is kind and it needs the squirrel then it is green.,Mouse is green,Unknown,True
"mouse is blue. mouse is cold. mouse is green. mouse is kind. if something is kind then it is rough. all green things are blue. all rough, cold things are kind. if something is blue and rough then it is kind. if something is green then it is kind. cold things are blue. if something is rough and kind then it is blue. if something is cold and rough then it is green","Bob is big. Bob is blue. Bob is not green. Bob is nice. Bob is smart. Bob is not white. Charlie is big. Charlie is blue. Charlie is green. Charlie is nice. Charlie is smart. Charlie is white. Gary is blue. Gary is green. Gary is nice. Gary is smart. All green, blue people are young. if someone is big and not white then they are blue. if someone is young then they are big.",mouse is rough,True,Unknown
"mouse is blue. mouse is cold. mouse is green. mouse is kind. if something is kind then it is rough. all green things are blue. all rough, cold things are kind. if something is blue and rough then it is kind. if something is green then it is kind. cold things are blue. if something is rough and kind then it is blue. if something is cold and rough then it is green","Bob is big. Bob is blue. Bob is not green. Bob is nice. Bob is smart. Bob is not white. Charlie is big. Charlie is blue. Charlie is green. Charlie is nice. Charlie is smart. Charlie is white. Gary is blue. Gary is green. Gary is nice. Gary is smart. All green, blue people are young. if someone is big and not white then they are blue. if someone is young then they are big.",mouse are big,Unknown,True
gary is big. gary is cold. gary is quiet. gary is not rough. gary is smart. gary is white. gary is young. if someone is young then they are smart. if gary is quiet then gary is not rough. if gary is cold and gary is quiet then gary is smart. if someone is white and not rough then they are cold. if someone is rough and not cold then they are young. if gary is smart and gary is not quiet then gary is not big,"Erin is furry. Erin is kind. Erin is nice. Erin is quiet. Harry is furry. Harry is kind. Harry is nice. Harry is quiet. Harry is red. Harry is rough. All kind, red things are furry. Kind, red things are furry. Rough, round things are red. All nice, quiet things are kind. if Harry is kind and Harry is furry then Harry is quiet. Round, furry things are quiet. if something is kind and nice then it is rough. if something is furry then it is kind.",gary are smart,True,Unknown
gary is big. gary is cold. gary is quiet. gary is not rough. gary is smart. gary is white. gary is young. if someone is young then they are smart. if gary is quiet then gary is not rough. if gary is cold and gary is quiet then gary is smart. if someone is white and not rough then they are cold. if someone is rough and not cold then they are young. if gary is smart and gary is not quiet then gary is not big,"Erin is furry. Erin is kind. Erin is nice. Erin is quiet. Harry is furry. Harry is kind. Harry is nice. Harry is quiet. Harry is red. Harry is rough. All kind, red things are furry. Kind, red things are furry. Rough, round things are red. All nice, quiet things are kind. if Harry is kind and Harry is furry then Harry is quiet. Round, furry things are quiet. if something is kind and nice then it is rough. if something is furry then it is kind.",gary is kind,Unknown,True
bear is round. bear visit rabbit. cat eat dog. cat visit bear. dog does not eat cat. dog is not nice. dog is round. dog visit bear. rabbit chase dog. rabbit eat bear. if something visit rabbit then it chase rabbit. if something is big then it does not visit dog. if something chase cat then it is round. if something visit cat and it chase dog then it is round. if something eat cat then it is not big. round things are big. if something chase rabbit then rabbit chase cat,Anne is cold. Anne is nice. Anne is round. Anne is smart. Bob is cold. Bob is green. Erin is not cold. Erin is green. Erin is red. Erin is round. Erin is smart. Fiona is green. Fiona is red. Fiona is not round. Fiona is not smart. if Erin is nice and Erin is red then Erin is not young. Round things are smart. if Bob is round then Bob is not cold. if Erin is cold then Erin is round. if something is smart and not nice then it is not round. if Fiona is smart and Fiona is not round then Fiona is red. Red things are green. if something is young then it is green.,bear chase rabbit,True,Unknown
bear is round. bear visit rabbit. cat eat dog. cat visit bear. dog does not eat cat. dog is not nice. dog is round. dog visit bear. rabbit chase dog. rabbit eat bear. if something visit rabbit then it chase rabbit. if something is big then it does not visit dog. if something chase cat then it is round. if something visit cat and it chase dog then it is round. if something eat cat then it is not big. round things are big. if something chase rabbit then rabbit chase cat,Anne is cold. Anne is nice. Anne is round. Anne is smart. Bob is cold. Bob is green. Erin is not cold. Erin is green. Erin is red. Erin is round. Erin is smart. Fiona is green. Fiona is red. Fiona is not round. Fiona is not smart. if Erin is nice and Erin is red then Erin is not young. Round things are smart. if Bob is round then Bob is not cold. if Erin is cold then Erin is round. if something is smart and not nice then it is not round. if Fiona is smart and Fiona is not round then Fiona is red. Red things are green. if something is young then it is green.,Bob is cold,Unknown,True
cow chase rabbit. cow is green. cow is rough. cow need rabbit. cow visit rabbit. rabbit chase cow. rabbit need cow. if someone chase rabbit then rabbit is not nice. rough people are cold. if someone is cold then they do not need cow. if someone visit cow then they chase rabbit. if someone visit cow then they chase rabbit. if someone chase rabbit and rabbit is rough then rabbit visit cow. if someone visit rabbit and they are not rough then they are green. if someone need rabbit then rabbit is not green,The bear does not eat the lion. The bear likes the dog. The dog is blue. The dog visits the bear. The lion eats the bear. The lion eats the dog. The lion is big. The lion is green. The lion visits the dog. The lion visits the mouse. The mouse is blue. The mouse is green. The mouse likes the bear. The mouse likes the lion. The mouse visits the lion. if someone eats the mouse then the mouse is not blue. if someone likes the dog and the dog is not big then the dog likes the mouse. Blue people are rough. if someone visits the lion then the lion eats the bear. if someone likes the lion then they are kind. if someone is rough then they like the lion.,Rabbit is nice,False,Unknown
cow chase rabbit. cow is green. cow is rough. cow need rabbit. cow visit rabbit. rabbit chase cow. rabbit need cow. if someone chase rabbit then rabbit is not nice. rough people are cold. if someone is cold then they do not need cow. if someone visit cow then they chase rabbit. if someone visit cow then they chase rabbit. if someone chase rabbit and rabbit is rough then rabbit visit cow. if someone visit rabbit and they are not rough then they are green. if someone need rabbit then rabbit is not green,The bear does not eat the lion. The bear likes the dog. The dog is blue. The dog visits the bear. The lion eats the bear. The lion eats the dog. The lion is big. The lion is green. The lion visits the dog. The lion visits the mouse. The mouse is blue. The mouse is green. The mouse likes the bear. The mouse likes the lion. The mouse visits the lion. if someone eats the mouse then the mouse is not blue. if someone likes the dog and the dog is not big then the dog likes the mouse. Blue people are rough. if someone visits the lion then the lion eats the bear. if someone likes the lion then they are kind. if someone is rough then they like the lion.,Mouse is blue,Unknown,True
bear eat mouse. bear is not kind. lion is kind. lion need mouse. mouse eat lion. squirrel is kind. squirrel is not young. if someone eat lion then they like squirrel. if someone like squirrel then they are nice. if bear eat mouse then mouse need bear. if someone need lion then lion is red. if someone like squirrel and they are not red then squirrel eat mouse,The bear eats the cat. The cat chases the rabbit. The rabbit chases the bear. if something chases the bear and the bear visits the cat then it visits the bear. if the rabbit chases the cat and the bear does not eat the rabbit then the cat eats the bear. if the cat is round then the cat is blue. if something chases the cat then the cat is round. if the rabbit chases the bear and the bear eats the cat then the bear chases the cat. if something is blue then it eats the bear.,mouse like squirrel,True,Unknown
bear eat mouse. bear is not kind. lion is kind. lion need mouse. mouse eat lion. squirrel is kind. squirrel is not young. if someone eat lion then they like squirrel. if someone like squirrel then they are nice. if bear eat mouse then mouse need bear. if someone need lion then lion is red. if someone like squirrel and they are not red then squirrel eat mouse,The bear eats the cat. The cat chases the rabbit. The rabbit chases the bear. if something chases the bear and the bear visits the cat then it visits the bear. if the rabbit chases the cat and the bear does not eat the rabbit then the cat eats the bear. if the cat is round then the cat is blue. if something chases the cat then the cat is round. if the rabbit chases the bear and the bear eats the cat then the bear chases the cat. if something is blue then it eats the bear.,Cat is blue,Unknown,True
dave is blue. dave is furry. dave is kind. dave is quiet. dave is red. dave is smart. fiona is blue. fiona is furry. fiona is kind. fiona is red. if something is red then it is cold. if something is quiet and red then it is smart. if something is red then it is smart. all furry things are kind. if fiona is kind then fiona is red,"The tiger is big. The tiger is blue. The tiger is nice. The tiger is rough. The tiger is young. All young, big people are nice. if someone is nice then they are blue. Nice, young people are blue. if someone is rough and nice then they are big. Rough, big people are nice. All big, nice people are young. if the tiger is big and the tiger is young then the tiger is blue. if someone is young then they are blue.",dave is cold,True,Unknown
dave is blue. dave is furry. dave is kind. dave is quiet. dave is red. dave is smart. fiona is blue. fiona is furry. fiona is kind. fiona is red. if something is red then it is cold. if something is quiet and red then it is smart. if something is red then it is smart. all furry things are kind. if fiona is kind then fiona is red,"The tiger is big. The tiger is blue. The tiger is nice. The tiger is rough. The tiger is young. All young, big people are nice. if someone is nice then they are blue. Nice, young people are blue. if someone is rough and nice then they are big. Rough, big people are nice. All big, nice people are young. if the tiger is big and the tiger is young then the tiger is blue. if someone is young then they are blue.",dave is blue,True,True
bear chase squirrel. bear is kind. bear need squirrel. mouse chase rabbit. mouse is green. mouse is kind. mouse is young. mouse need bear. rabbit chase bear. squirrel chase mouse. squirrel is green. squirrel need bear. squirrel need mouse. squirrel visit bear. squirrel visit mouse. if something visit bear then bear is big. if mouse chase squirrel then mouse need bear. if bear is big then bear is blue. if something need rabbit then it need squirrel. if something is big and kind then it is young. if something is young and it need squirrel then squirrel is kind. if something is kind and it visit bear then bear need squirrel,The cow chases the lion. The cow chases the squirrel. The cow is young. The cow likes the lion. The dog chases the cow. The dog chases the squirrel. The dog eats the cow. The dog eats the squirrel. The dog is not nice. The dog is not young. The lion eats the dog. The squirrel chases the dog. The squirrel eats the dog. The squirrel is young. if something is nice then it likes the squirrel. if something eats the dog then the dog is green. if something eats the cow then the cow does not chase the dog. if something is red then it is rough. if something eats the squirrel then it likes the cow. if something eats the lion then the lion eats the squirrel. if something likes the dog and it is not green then it does not chase the squirrel. if something likes the cow and the cow chases the squirrel then it eats the lion.,bear is big,True,Unknown
