Base,Source,Question,Base_Answer,Expected_Answer
"Anne is cold. Anne is red. Anne is round. Charlie is nice. Charlie is red. Dave is quiet. Dave is red. Dave is white. Fiona is kind. Fiona is quiet. Fiona is red. Fiona is white. If Fiona is nice then Fiona is round. White, kind things are nice.","Anne is big. Charlie is round. Gary is not big. Harry is not blue. Rough, young things are round. If something is young then it is not rough. Big things are young. All rough things are blue. If something is big and not rough then it is furry. Furry things are nice.",anne is big,Unknown,True
"Anne is cold. Anne is red. Anne is round. Charlie is nice. Charlie is red. Dave is quiet. Dave is red. Dave is white. Fiona is kind. Fiona is quiet. Fiona is red. Fiona is white. If Fiona is nice then Fiona is round. White, kind things are nice.","Anne is big. Charlie is round. Gary is not big. Harry is not blue. Rough, young things are round. If something is young then it is not rough. Big things are young. All rough things are blue. If something is big and not rough then it is furry. Furry things are nice.",fiona is kind,True,True
The cat is nice. The cat likes the squirrel. The cat sees the squirrel. The squirrel eats the cat. The squirrel is cold. The squirrel is not green. The squirrel is kind. The squirrel is nice. The squirrel likes the cat. The squirrel sees the cat. If the cat is kind then the cat does not see the squirrel. If someone sees the squirrel then the squirrel likes the cat. If someone is cold then they are nice. If someone is blue then they eat the squirrel. If the cat eats the squirrel and the squirrel eats the cat then the cat is green. If the squirrel sees the cat then the squirrel eats the cat. If the squirrel is not nice then the squirrel sees the cat. If someone is cold and they see the cat then they are blue.,The bear is green. The cow is green. The cow likes the bear. The cow likes the tiger. The cow needs the tiger. The tiger is green. The tiger likes the cow. If something visits the bear and it needs the cow then the cow needs the bear. If something visits the cow then it needs the cow. If the bear needs the cow and the bear likes the cow then the cow needs the bear. If something is green then it visits the cow. If something likes the bear then the bear likes the cow. If something visits the tiger and the tiger visits the cow then the tiger is nice. If something likes the bear and it is blue then it visits the cow. If the cow needs the tiger and the cow visits the tiger then the tiger visits the bear.,cat is nice,True,Unknown
The cat is nice. The cat likes the squirrel. The cat sees the squirrel. The squirrel eats the cat. The squirrel is cold. The squirrel is not green. The squirrel is kind. The squirrel is nice. The squirrel likes the cat. The squirrel sees the cat. If the cat is kind then the cat does not see the squirrel. If someone sees the squirrel then the squirrel likes the cat. If someone is cold then they are nice. If someone is blue then they eat the squirrel. If the cat eats the squirrel and the squirrel eats the cat then the cat is green. If the squirrel sees the cat then the squirrel eats the cat. If the squirrel is not nice then the squirrel sees the cat. If someone is cold and they see the cat then they are blue.,The bear is green. The cow is green. The cow likes the bear. The cow likes the tiger. The cow needs the tiger. The tiger is green. The tiger likes the cow. If something visits the bear and it needs the cow then the cow needs the bear. If something visits the cow then it needs the cow. If the bear needs the cow and the bear likes the cow then the cow needs the bear. If something is green then it visits the cow. If something likes the bear then the bear likes the cow. If something visits the tiger and the tiger visits the cow then the tiger is nice. If something likes the bear and it is blue then it visits the cow. If the cow needs the tiger and the cow visits the tiger then the tiger visits the bear.,cat is green,Unknown,True
The cat is nice. The cat likes the squirrel. The cat sees the squirrel. The squirrel eats the cat. The squirrel is cold. The squirrel is not green. The squirrel is kind. The squirrel is nice. The squirrel likes the cat. The squirrel sees the cat. If the cat is kind then the cat does not see the squirrel. If someone sees the squirrel then the squirrel likes the cat. If someone is cold then they are nice. If someone is blue then they eat the squirrel. If the cat eats the squirrel and the squirrel eats the cat then the cat is green. If the squirrel sees the cat then the squirrel eats the cat. If the squirrel is not nice then the squirrel sees the cat. If someone is cold and they see the cat then they are blue.,The bear is green. The cow is green. The cow likes the bear. The cow likes the tiger. The cow needs the tiger. The tiger is green. The tiger likes the cow. If something visits the bear and it needs the cow then the cow needs the bear. If something visits the cow then it needs the cow. If the bear needs the cow and the bear likes the cow then the cow needs the bear. If something is green then it visits the cow. If something likes the bear then the bear likes the cow. If something visits the tiger and the tiger visits the cow then the tiger is nice. If something likes the bear and it is blue then it visits the cow. If the cow needs the tiger and the cow visits the tiger then the tiger visits the bear.,squirrel is cold,True,True
Fiona is nice. If someone is kind and nice then they are not green. If Fiona is red and Fiona is not kind then Fiona is quiet. If someone is kind and green then they are red. If Fiona is nice then Fiona is green. If someone is kind and not smart then they are big. If someone is smart and not quiet then they are not big.,Dave is furry. Dave is kind. Dave is not nice. Dave is quiet. Dave is red. Dave is round. Dave is smart. Fiona is furry. Fiona is kind. Fiona is nice. Fiona is not red. Fiona is smart. If someone is furry and not smart then they are not red. If someone is smart and not red then they are not quiet.,fiona is nice,True,Unknown
Fiona is nice. If someone is kind and nice then they are not green. If Fiona is red and Fiona is not kind then Fiona is quiet. If someone is kind and green then they are red. If Fiona is nice then Fiona is green. If someone is kind and not smart then they are big. If someone is smart and not quiet then they are not big.,Dave is furry. Dave is kind. Dave is not nice. Dave is quiet. Dave is red. Dave is round. Dave is smart. Fiona is furry. Fiona is kind. Fiona is nice. Fiona is not red. Fiona is smart. If someone is furry and not smart then they are not red. If someone is smart and not red then they are not quiet.,fiona is furry,Unknown,True
Fiona is nice. If someone is kind and nice then they are not green. If Fiona is red and Fiona is not kind then Fiona is quiet. If someone is kind and green then they are red. If Fiona is nice then Fiona is green. If someone is kind and not smart then they are big. If someone is smart and not quiet then they are not big.,Dave is furry. Dave is kind. Dave is not nice. Dave is quiet. Dave is red. Dave is round. Dave is smart. Fiona is furry. Fiona is kind. Fiona is nice. Fiona is not red. Fiona is smart. If someone is furry and not smart then they are not red. If someone is smart and not red then they are not quiet.,fiona is green,True,True
"Dave is rough. Dave is smart. Dave is young. Erin is kind. Gary is kind. Gary is nice. Gary is rough. Gary is smart. Gary is white. Gary is young. All kind, smart people are green. If Gary is nice and Gary is smart then Gary is white. All young, white people are green. If someone is rough and kind then they are smart. All white, green people are kind. All white people are kind.","Harry is blue. Harry is cold. Harry is green. Harry is kind. Harry is quiet. Harry is rough. Harry is white. If someone is white and blue then they are quiet. If someone is green and rough then they are quiet. Blue people are cold. Blue people are cold. White, quiet people are blue. If someone is quiet and rough then they are blue. All green, blue people are white. All quiet, white people are kind.",dave is rough,True,Unknown
"Dave is rough. Dave is smart. Dave is young. Erin is kind. Gary is kind. Gary is nice. Gary is rough. Gary is smart. Gary is white. Gary is young. All kind, smart people are green. If Gary is nice and Gary is smart then Gary is white. All young, white people are green. If someone is rough and kind then they are smart. All white, green people are kind. All white people are kind.","Harry is blue. Harry is cold. Harry is green. Harry is kind. Harry is quiet. Harry is rough. Harry is white. If someone is white and blue then they are quiet. If someone is green and rough then they are quiet. Blue people are cold. Blue people are cold. White, quiet people are blue. If someone is quiet and rough then they are blue. All green, blue people are white. All quiet, white people are kind.",dave is blue,Unknown,True
"Dave is rough. Dave is smart. Dave is young. Erin is kind. Gary is kind. Gary is nice. Gary is rough. Gary is smart. Gary is white. Gary is young. All kind, smart people are green. If Gary is nice and Gary is smart then Gary is white. All young, white people are green. If someone is rough and kind then they are smart. All white, green people are kind. All white people are kind.","Harry is blue. Harry is cold. Harry is green. Harry is kind. Harry is quiet. Harry is rough. Harry is white. If someone is white and blue then they are quiet. If someone is green and rough then they are quiet. Blue people are cold. Blue people are cold. White, quiet people are blue. If someone is quiet and rough then they are blue. All green, blue people are white. All quiet, white people are kind.",gary is kind,True,True
"Bob is blue. Bob is cold. Bob is furry. Bob is quiet. Bob is red. Bob is round. Bob is young. Red, cold people are round.",Dave is white. Gary is blue. If something is white then it is round. If Dave is round then Dave is rough. If Gary is blue then Gary is kind.,bob is blue,True,Unknown
"Bob is blue. Bob is cold. Bob is furry. Bob is quiet. Bob is red. Bob is round. Bob is young. Red, cold people are round.",Dave is white. Gary is blue. If something is white then it is round. If Dave is round then Dave is rough. If Gary is blue then Gary is kind.,bob is white,Unknown,True
"Bob is blue. Bob is cold. Bob is furry. Bob is quiet. Bob is red. Bob is round. Bob is young. Red, cold people are round.",Dave is white. Gary is blue. If something is white then it is round. If Dave is round then Dave is rough. If Gary is blue then Gary is kind.,bob is cold,True,True
Fiona is round. Fiona is smart. Harry is not smart. If something is smart and blue then it is kind. If something is smart and not quiet then it is not rough. If something is rough then it is round.,"The cow is cold. The cow is kind. The cow is not rough. The cow is round. The cow is young. If something is young then it is kind. Cold things are round. Round, rough things are cold.",fiona is round,True,Unknown
Fiona is round. Fiona is smart. Harry is not smart. If something is smart and blue then it is kind. If something is smart and not quiet then it is not rough. If something is rough then it is round.,"The cow is cold. The cow is kind. The cow is not rough. The cow is round. The cow is young. If something is young then it is kind. Cold things are round. Round, rough things are cold.",fiona is cold,Unknown,True
Fiona is round. Fiona is smart. Harry is not smart. If something is smart and blue then it is kind. If something is smart and not quiet then it is not rough. If something is rough then it is round.,"The cow is cold. The cow is kind. The cow is not rough. The cow is round. The cow is young. If something is young then it is kind. Cold things are round. Round, rough things are cold.",harry is smart,False,False
"Charlie is green. Charlie is round. Erin is big. Erin is green. Erin is kind. Erin is round. Harry is furry. Harry is green. Harry is round. Harry is young. All big, round things are not young. If something is kind and not round then it is not young. If Charlie is kind then Charlie is white. If something is white and big then it is kind. All big, furry things are green. Kind things are big.","Bob is big. Bob is blue. Bob is not green. Bob is nice. Bob is smart. Bob is not white. Charlie is big. Charlie is blue. Charlie is green. Charlie is nice. Charlie is smart. Charlie is white. Gary is blue. Gary is green. Gary is nice. Gary is smart. All green, blue people are young. If someone is big and not white then they are blue. If someone is young then they are big.",charlie is green,True,Unknown
"Charlie is green. Charlie is round. Erin is big. Erin is green. Erin is kind. Erin is round. Harry is furry. Harry is green. Harry is round. Harry is young. All big, round things are not young. If something is kind and not round then it is not young. If Charlie is kind then Charlie is white. If something is white and big then it is kind. All big, furry things are green. Kind things are big.","Bob is big. Bob is blue. Bob is not green. Bob is nice. Bob is smart. Bob is not white. Charlie is big. Charlie is blue. Charlie is green. Charlie is nice. Charlie is smart. Charlie is white. Gary is blue. Gary is green. Gary is nice. Gary is smart. All green, blue people are young. If someone is big and not white then they are blue. If someone is young then they are big.",charlie is big,Unknown,True
"Charlie is green. Charlie is round. Erin is big. Erin is green. Erin is kind. Erin is round. Harry is furry. Harry is green. Harry is round. Harry is young. All big, round things are not young. If something is kind and not round then it is not young. If Charlie is kind then Charlie is white. If something is white and big then it is kind. All big, furry things are green. Kind things are big.","Bob is big. Bob is blue. Bob is not green. Bob is nice. Bob is smart. Bob is not white. Charlie is big. Charlie is blue. Charlie is green. Charlie is nice. Charlie is smart. Charlie is white. Gary is blue. Gary is green. Gary is nice. Gary is smart. All green, blue people are young. If someone is big and not white then they are blue. If someone is young then they are big.",harry is furry,True,True
Bob is blue. Erin is white. Gary is furry. If Bob is kind then Bob is white. If Erin is kind then Erin is blue. All white people are quiet. If someone is kind and furry then they are quiet. Blue people are kind. All quiet people are white.,"Bob is red. Fiona is blue. Fiona is kind. All red things are furry. Quiet, cold things are red. Cold things are furry. If something is furry then it is kind. All kind things are round. If Bob is blue and Bob is red then Bob is round.",bob is blue,True,Unknown
Bob is blue. Erin is white. Gary is furry. If Bob is kind then Bob is white. If Erin is kind then Erin is blue. All white people are quiet. If someone is kind and furry then they are quiet. Blue people are kind. All quiet people are white.,"Bob is red. Fiona is blue. Fiona is kind. All red things are furry. Quiet, cold things are red. Cold things are furry. If something is furry then it is kind. All kind things are round. If Bob is blue and Bob is red then Bob is round.",bob is red,Unknown,True
Bob is blue. Erin is white. Gary is furry. If Bob is kind then Bob is white. If Erin is kind then Erin is blue. All white people are quiet. If someone is kind and furry then they are quiet. Blue people are kind. All quiet people are white.,"Bob is red. Fiona is blue. Fiona is kind. All red things are furry. Quiet, cold things are red. Cold things are furry. If something is furry then it is kind. All kind things are round. If Bob is blue and Bob is red then Bob is round.",gary is furry,True,True
"Erin is white. Fiona is green. If Fiona is red and Fiona is round then Fiona is not green. All round things are not red. Green things are red. If something is round then it is red. If Fiona is red and Fiona is green then Fiona is young. White, smart things are round. If Erin is red and Erin is not smart then Erin is not green. All smart, white things are cold.","The cow is kind. If something is kind then it is red. All cold, rough things are red. If something is rough and not kind then it is not red. All cold things are rough. All red, kind things are cold. If something is rough then it is cold. If something is cold and rough then it is big. If the cow is not cold and the cow is not red then the cow is big.",erin is white,True,Unknown
"Erin is white. Fiona is green. If Fiona is red and Fiona is round then Fiona is not green. All round things are not red. Green things are red. If something is round then it is red. If Fiona is red and Fiona is green then Fiona is young. White, smart things are round. If Erin is red and Erin is not smart then Erin is not green. All smart, white things are cold.","The cow is kind. If something is kind then it is red. All cold, rough things are red. If something is rough and not kind then it is not red. All cold things are rough. All red, kind things are cold. If something is rough then it is cold. If something is cold and rough then it is big. If the cow is not cold and the cow is not red then the cow is big.",erin is kind,Unknown,True
"Erin is white. Fiona is green. If Fiona is red and Fiona is round then Fiona is not green. All round things are not red. Green things are red. If something is round then it is red. If Fiona is red and Fiona is green then Fiona is young. White, smart things are round. If Erin is red and Erin is not smart then Erin is not green. All smart, white things are cold.","The cow is kind. If something is kind then it is red. All cold, rough things are red. If something is rough and not kind then it is not red. All cold things are rough. All red, kind things are cold. If something is rough then it is cold. If something is cold and rough then it is big. If the cow is not cold and the cow is not red then the cow is big.",fiona is green,True,True
"Erin is big. Erin is cold. Erin is green. Erin is kind. Erin is nice. Erin is quiet. Erin is white. All green, quiet things are big. All nice, white things are quiet.","Anne is nice. Bob is not rough. Dave is not young. Harry is cold. All nice, big things are rough. If Anne is nice then Anne is big. If something is green then it is not nice.",erin is big,True,Unknown
"Erin is big. Erin is cold. Erin is green. Erin is kind. Erin is nice. Erin is quiet. Erin is white. All green, quiet things are big. All nice, white things are quiet.","Anne is nice. Bob is not rough. Dave is not young. Harry is cold. All nice, big things are rough. If Anne is nice then Anne is big. If something is green then it is not nice.",erin is nice,True,True
"Erin is big. Erin is cold. Erin is green. Erin is kind. Erin is nice. Erin is quiet. Erin is white. All green, quiet things are big. All nice, white things are quiet.","Anne is nice. Bob is not rough. Dave is not young. Harry is cold. All nice, big things are rough. If Anne is nice then Anne is big. If something is green then it is not nice.",erin is cold,True,True
"Charlie is young. Harry is green. Harry is rough. If Charlie is round then Charlie is rough. Cold, round things are white. If something is cold then it is young. Rough things are young. If something is rough and green then it is young. All green things are rough. If Charlie is not white then Charlie is not young. All young things are big.",Dave is furry. Dave is kind. Dave is not nice. Dave is quiet. Dave is red. Dave is round. Dave is smart. Fiona is furry. Fiona is kind. Fiona is nice. Fiona is not red. Fiona is smart. If someone is furry and not smart then they are not red. If someone is smart and not red then they are not quiet.,charlie is young,True,Unknown
"Charlie is young. Harry is green. Harry is rough. If Charlie is round then Charlie is rough. Cold, round things are white. If something is cold then it is young. Rough things are young. If something is rough and green then it is young. All green things are rough. If Charlie is not white then Charlie is not young. All young things are big.",Dave is furry. Dave is kind. Dave is not nice. Dave is quiet. Dave is red. Dave is round. Dave is smart. Fiona is furry. Fiona is kind. Fiona is nice. Fiona is not red. Fiona is smart. If someone is furry and not smart then they are not red. If someone is smart and not red then they are not quiet.,charlie is furry,Unknown,True
"Charlie is young. Harry is green. Harry is rough. If Charlie is round then Charlie is rough. Cold, round things are white. If something is cold then it is young. Rough things are young. If something is rough and green then it is young. All green things are rough. If Charlie is not white then Charlie is not young. All young things are big.",Dave is furry. Dave is kind. Dave is not nice. Dave is quiet. Dave is red. Dave is round. Dave is smart. Fiona is furry. Fiona is kind. Fiona is nice. Fiona is not red. Fiona is smart. If someone is furry and not smart then they are not red. If someone is smart and not red then they are not quiet.,harry is green,True,True
Bob is round. Fiona is nice. Fiona is quiet. If someone is nice and not round then they are not red. If someone is red and not white then they are nice. If someone is red and round then they are quiet. If someone is kind then they are not quiet. Red people are kind. If someone is white and not nice then they are kind.,Anne is smart. Bob is smart. Erin is not cold. Fiona is white. If someone is cold and rough then they are red. If someone is white then they are rough. If Erin is smart and Erin is white then Erin is rough. If Fiona is big then Fiona is cold. All smart people are not big. If someone is rough then they are smart.,bob is round,True,Unknown
Bob is round. Fiona is nice. Fiona is quiet. If someone is nice and not round then they are not red. If someone is red and not white then they are nice. If someone is red and round then they are quiet. If someone is kind then they are not quiet. Red people are kind. If someone is white and not nice then they are kind.,Anne is smart. Bob is smart. Erin is not cold. Fiona is white. If someone is cold and rough then they are red. If someone is white then they are rough. If Erin is smart and Erin is white then Erin is rough. If Fiona is big then Fiona is cold. All smart people are not big. If someone is rough then they are smart.,bob is smart,Unknown,True
Bob is round. Fiona is nice. Fiona is quiet. If someone is nice and not round then they are not red. If someone is red and not white then they are nice. If someone is red and round then they are quiet. If someone is kind then they are not quiet. Red people are kind. If someone is white and not nice then they are kind.,Anne is smart. Bob is smart. Erin is not cold. Fiona is white. If someone is cold and rough then they are red. If someone is white then they are rough. If Erin is smart and Erin is white then Erin is rough. If Fiona is big then Fiona is cold. All smart people are not big. If someone is rough then they are smart.,fiona is nice,True,True
"The cat is blue. Young things are cold. All round, kind things are young. If something is young then it is cold. If the cat is kind then the cat is round. If something is cold then it is round. Blue things are cold.",The dog is round. The lion eats the dog. The lion is big. The lion is kind. The lion is young. The lion does not need the dog. The lion visits the dog. If the lion visits the dog then the dog is green.,cat is blue,True,Unknown
"The cat is blue. Young things are cold. All round, kind things are young. If something is young then it is cold. If the cat is kind then the cat is round. If something is cold then it is round. Blue things are cold.",The dog is round. The lion eats the dog. The lion is big. The lion is kind. The lion is young. The lion does not need the dog. The lion visits the dog. If the lion visits the dog then the dog is green.,cat is round,Unknown,True
"The cat is blue. Young things are cold. All round, kind things are young. If something is young then it is cold. If the cat is kind then the cat is round. If something is cold then it is round. Blue things are cold.",The dog is round. The lion eats the dog. The lion is big. The lion is kind. The lion is young. The lion does not need the dog. The lion visits the dog. If the lion visits the dog then the dog is green.,cat is cold,True,True
"The cow is big. The cow is kind. The cow is nice. The cow is red. The cow is round. Round, nice things are kind. Red, kind things are big. If the cow is nice and the cow is kind then the cow is red. If something is nice then it is kind. All big things are red. All big, nice things are red.",The bear is blue. The bear is round. The bear is young. The bear visits the dog. The cow sees the dog. The cow visits the mouse. The dog is rough. The mouse is blue. The mouse likes the dog. The mouse sees the dog. If the dog is round then the dog is young. If something visits the mouse then the mouse visits the bear.,cow is big,True,Unknown
"The cow is big. The cow is kind. The cow is nice. The cow is red. The cow is round. Round, nice things are kind. Red, kind things are big. If the cow is nice and the cow is kind then the cow is red. If something is nice then it is kind. All big things are red. All big, nice things are red.",The bear is blue. The bear is round. The bear is young. The bear visits the dog. The cow sees the dog. The cow visits the mouse. The dog is rough. The mouse is blue. The mouse likes the dog. The mouse sees the dog. If the dog is round then the dog is young. If something visits the mouse then the mouse visits the bear.,cow is blue,Unknown,True
"The cow is big. The cow is kind. The cow is nice. The cow is red. The cow is round. Round, nice things are kind. Red, kind things are big. If the cow is nice and the cow is kind then the cow is red. If something is nice then it is kind. All big things are red. All big, nice things are red.",The bear is blue. The bear is round. The bear is young. The bear visits the dog. The cow sees the dog. The cow visits the mouse. The dog is rough. The mouse is blue. The mouse likes the dog. The mouse sees the dog. If the dog is round then the dog is young. If something visits the mouse then the mouse visits the bear.,cow is kind,True,True
"Charlie is kind. Erin is quiet. Fiona is green. Harry is red. If Fiona is smart and Fiona is big then Fiona is green. If someone is rough then they are kind. All red, green people are quiet. All rough people are big. If someone is green then they are red. All smart people are red.","Charlie is nice. Dave is nice. Erin is green. Harry is big. Furry, young people are white. Nice people are not furry. If someone is big then they are blue. If Dave is furry then Dave is not young. Blue people are nice. If Dave is white and Dave is blue then Dave is nice.",charlie is kind,True,Unknown
"Charlie is kind. Erin is quiet. Fiona is green. Harry is red. If Fiona is smart and Fiona is big then Fiona is green. If someone is rough then they are kind. All red, green people are quiet. All rough people are big. If someone is green then they are red. All smart people are red.","Charlie is nice. Dave is nice. Erin is green. Harry is big. Furry, young people are white. Nice people are not furry. If someone is big then they are blue. If Dave is furry then Dave is not young. Blue people are nice. If Dave is white and Dave is blue then Dave is nice.",charlie is nice,Unknown,True
"Charlie is kind. Erin is quiet. Fiona is green. Harry is red. If Fiona is smart and Fiona is big then Fiona is green. If someone is rough then they are kind. All red, green people are quiet. All rough people are big. If someone is green then they are red. All smart people are red.","Charlie is nice. Dave is nice. Erin is green. Harry is big. Furry, young people are white. Nice people are not furry. If someone is big then they are blue. If Dave is furry then Dave is not young. Blue people are nice. If Dave is white and Dave is blue then Dave is nice.",harry is red,True,True
"Anne is smart. Bob is green. Bob is red. Bob is smart. Dave is cold. Dave is white. Dave is young. All white people are smart. Cold, young people are white. All rough people are white. All white, smart people are rough. If someone is rough and white then they are red. Green, young people are red. If someone is smart then they are green. If someone is white and rough then they are young.","Bob is rough. Fiona is cold. Fiona is rough. Gary is big. Gary is quiet. Harry is big. Harry is rough. If someone is white and smart then they are furry. All rough people are big. All furry people are white. If someone is quiet and cold then they are white. All furry people are white. If Harry is big then Harry is cold. Big, smart people are quiet. If someone is big then they are smart.",anne is smart,True,Unknown
"Anne is smart. Bob is green. Bob is red. Bob is smart. Dave is cold. Dave is white. Dave is young. All white people are smart. Cold, young people are white. All rough people are white. All white, smart people are rough. If someone is rough and white then they are red. Green, young people are red. If someone is smart then they are green. If someone is white and rough then they are young.","Bob is rough. Fiona is cold. Fiona is rough. Gary is big. Gary is quiet. Harry is big. Harry is rough. If someone is white and smart then they are furry. All rough people are big. All furry people are white. If someone is quiet and cold then they are white. All furry people are white. If Harry is big then Harry is cold. Big, smart people are quiet. If someone is big then they are smart.",anne is rough,Unknown,True
"Anne is smart. Bob is green. Bob is red. Bob is smart. Dave is cold. Dave is white. Dave is young. All white people are smart. Cold, young people are white. All rough people are white. All white, smart people are rough. If someone is rough and white then they are red. Green, young people are red. If someone is smart then they are green. If someone is white and rough then they are young.","Bob is rough. Fiona is cold. Fiona is rough. Gary is big. Gary is quiet. Harry is big. Harry is rough. If someone is white and smart then they are furry. All rough people are big. All furry people are white. If someone is quiet and cold then they are white. All furry people are white. If Harry is big then Harry is cold. Big, smart people are quiet. If someone is big then they are smart.",dave is cold,True,True
"Dave is furry. Erin is cold. Fiona is smart. If Erin is cold and Erin is blue then Erin is white. All cold, big people are furry. Cold people are quiet. White people are big. If someone is smart and furry then they are big. All white, quiet people are cold.",Anne is big. Anne is nice. Anne is smart. Bob is green. Bob is smart. Bob is young. Dave is big. Dave is cold. Dave is nice. Dave is smart. If someone is green then they are cold. If Anne is young and Anne is white then Anne is green.,dave is furry,True,Unknown
"Dave is furry. Erin is cold. Fiona is smart. If Erin is cold and Erin is blue then Erin is white. All cold, big people are furry. Cold people are quiet. White people are big. If someone is smart and furry then they are big. All white, quiet people are cold.",Anne is big. Anne is nice. Anne is smart. Bob is green. Bob is smart. Bob is young. Dave is big. Dave is cold. Dave is nice. Dave is smart. If someone is green then they are cold. If Anne is young and Anne is white then Anne is green.,dave is big,Unknown,True
"Dave is furry. Erin is cold. Fiona is smart. If Erin is cold and Erin is blue then Erin is white. All cold, big people are furry. Cold people are quiet. White people are big. If someone is smart and furry then they are big. All white, quiet people are cold.",Anne is big. Anne is nice. Anne is smart. Bob is green. Bob is smart. Bob is young. Dave is big. Dave is cold. Dave is nice. Dave is smart. If someone is green then they are cold. If Anne is young and Anne is white then Anne is green.,fiona is smart,True,True
"Bob is furry. Bob is red. Bob is rough. Bob is round. Bob is smart. Bob is white. Fiona is blue. Fiona is furry. Fiona is red. Fiona is smart. Round people are rough. All furry, white people are round. All red people are white.",Bob is blue. Bob is cold. Bob is quiet. Bob is rough. Fiona is cold. Fiona is furry. Fiona is not quiet. Fiona is rough. Gary is big. Harry is blue. Harry is furry. Harry is not kind. If something is cold then it is furry.,bob is furry,True,Unknown
"Bob is furry. Bob is red. Bob is rough. Bob is round. Bob is smart. Bob is white. Fiona is blue. Fiona is furry. Fiona is red. Fiona is smart. Round people are rough. All furry, white people are round. All red people are white.",Bob is blue. Bob is cold. Bob is quiet. Bob is rough. Fiona is cold. Fiona is furry. Fiona is not quiet. Fiona is rough. Gary is big. Harry is blue. Harry is furry. Harry is not kind. If something is cold then it is furry.,bob is blue,Unknown,True
"Bob is furry. Bob is red. Bob is rough. Bob is round. Bob is smart. Bob is white. Fiona is blue. Fiona is furry. Fiona is red. Fiona is smart. Round people are rough. All furry, white people are round. All red people are white.",Bob is blue. Bob is cold. Bob is quiet. Bob is rough. Fiona is cold. Fiona is furry. Fiona is not quiet. Fiona is rough. Gary is big. Harry is blue. Harry is furry. Harry is not kind. If something is cold then it is furry.,fiona is blue,True,True
Bob is cold. Bob is quiet. Bob is red. Erin is cold. Erin is green. Erin is young. Fiona is blue. If Fiona is quiet then Fiona is not green. If Fiona is blue then Fiona is not green. If someone is red then they are not young.,"Bob is red. Fiona is blue. Fiona is kind. All red things are furry. Quiet, cold things are red. Cold things are furry. If something is furry then it is kind. All kind things are round. If Bob is blue and Bob is red then Bob is round.",bob is cold,True,Unknown
Bob is cold. Bob is quiet. Bob is red. Erin is cold. Erin is green. Erin is young. Fiona is blue. If Fiona is quiet then Fiona is not green. If Fiona is blue then Fiona is not green. If someone is red then they are not young.,"Bob is red. Fiona is blue. Fiona is kind. All red things are furry. Quiet, cold things are red. Cold things are furry. If something is furry then it is kind. All kind things are round. If Bob is blue and Bob is red then Bob is round.",bob is red,True,True
Bob is cold. Bob is quiet. Bob is red. Erin is cold. Erin is green. Erin is young. Fiona is blue. If Fiona is quiet then Fiona is not green. If Fiona is blue then Fiona is not green. If someone is red then they are not young.,"Bob is red. Fiona is blue. Fiona is kind. All red things are furry. Quiet, cold things are red. Cold things are furry. If something is furry then it is kind. All kind things are round. If Bob is blue and Bob is red then Bob is round.",fiona is blue,True,True
"Charlie is blue. Charlie is nice. Charlie is quiet. Charlie is white. Charlie is young. Dave is blue. Dave is nice. Dave is quiet. Dave is smart. Dave is white. If Charlie is white and Charlie is rough then Charlie is blue. If something is young then it is nice. If something is white and nice then it is rough. Nice things are smart. If Dave is quiet and Dave is young then Dave is nice. Blue, white things are quiet.","Bob is furry. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Erin is kind. Erin is nice. Erin is red. Erin is round. Erin is smart. Fiona is furry. Fiona is green. Fiona is nice. If someone is round then they are red. Nice people are smart. All furry people are green. All smart people are nice. Smart, red people are kind. Green people are round.",charlie is blue,True,Unknown
"Charlie is blue. Charlie is nice. Charlie is quiet. Charlie is white. Charlie is young. Dave is blue. Dave is nice. Dave is quiet. Dave is smart. Dave is white. If Charlie is white and Charlie is rough then Charlie is blue. If something is young then it is nice. If something is white and nice then it is rough. Nice things are smart. If Dave is quiet and Dave is young then Dave is nice. Blue, white things are quiet.","Bob is furry. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Erin is kind. Erin is nice. Erin is red. Erin is round. Erin is smart. Fiona is furry. Fiona is green. Fiona is nice. If someone is round then they are red. Nice people are smart. All furry people are green. All smart people are nice. Smart, red people are kind. Green people are round.",charlie is furry,Unknown,True
"Charlie is blue. Charlie is nice. Charlie is quiet. Charlie is white. Charlie is young. Dave is blue. Dave is nice. Dave is quiet. Dave is smart. Dave is white. If Charlie is white and Charlie is rough then Charlie is blue. If something is young then it is nice. If something is white and nice then it is rough. Nice things are smart. If Dave is quiet and Dave is young then Dave is nice. Blue, white things are quiet.","Bob is furry. Bob is green. Bob is kind. Bob is nice. Bob is red. Bob is round. Bob is smart. Erin is kind. Erin is nice. Erin is red. Erin is round. Erin is smart. Fiona is furry. Fiona is green. Fiona is nice. If someone is round then they are red. Nice people are smart. All furry people are green. All smart people are nice. Smart, red people are kind. Green people are round.",dave is blue,True,True
The tiger is blue. The tiger is cold. The tiger is kind. The tiger is rough. The tiger is young. If someone is blue and not young then they are rough. All kind people are blue.,Anne is red. Charlie is round. Dave is round. Fiona is smart. Smart people are not blue. If someone is smart and not blue then they are nice. If someone is nice then they are red.,tiger is blue,True,Unknown
