Base,Source,Question,Base_Answer,Expected_Answer
Erin is big. Erin is blue. Erin is cold. Erin is not green. Erin is rough. Gary is big. Gary is blue. Gary is cold. Gary is not green. Gary is red. Gary is not rough. Gary is young. All green people are not big. If Erin is blue then Erin is young.,The cow is cold. The cow is kind. The cow is red. The cow is rough. The cow is round. All cold people are red. Rough people are kind. If someone is kind and round then they are cold. All kind people are cold. If someone is rough then they are red. All cold people are round.,cow is cold,Unknown,True
Erin is big. Erin is blue. Erin is cold. Erin is not green. Erin is rough. Gary is big. Gary is blue. Gary is cold. Gary is not green. Gary is red. Gary is not rough. Gary is young. All green people are not big. If Erin is blue then Erin is young.,The cow is cold. The cow is kind. The cow is red. The cow is rough. The cow is round. All cold people are red. Rough people are kind. If someone is kind and round then they are cold. All kind people are cold. If someone is rough then they are red. All cold people are round.,gary is big,True,True
The bear chases the rabbit. The bear eats the rabbit. The bear is cold. The bear is kind. The bear is nice. The bear is round. The bear likes the rabbit. The rabbit chases the bear. The rabbit eats the bear. The rabbit is cold. The rabbit is kind. The rabbit is nice. The rabbit is rough. The rabbit is round. The rabbit likes the bear. If someone likes the bear and they are rough then they chase the bear. If someone chases the bear and the bear chases the rabbit then the bear is rough.,The cat eats the rabbit. The cat is blue. The cat is cold. The cat is red. The cat is round. The cat is young. The cat sees the rabbit. The cat visits the rabbit. The rabbit eats the cat. The rabbit is blue. The rabbit is cold. The rabbit is red. The rabbit is round. The rabbit is young. The rabbit sees the cat. The rabbit visits the cat. If something eats the rabbit and it visits the rabbit then it eats the cat. If something is round and it eats the cat then it visits the cat.,bear chase rabbit,True,Unknown
The bear chases the rabbit. The bear eats the rabbit. The bear is cold. The bear is kind. The bear is nice. The bear is round. The bear likes the rabbit. The rabbit chases the bear. The rabbit eats the bear. The rabbit is cold. The rabbit is kind. The rabbit is nice. The rabbit is rough. The rabbit is round. The rabbit likes the bear. If someone likes the bear and they are rough then they chase the bear. If someone chases the bear and the bear chases the rabbit then the bear is rough.,The cat eats the rabbit. The cat is blue. The cat is cold. The cat is red. The cat is round. The cat is young. The cat sees the rabbit. The cat visits the rabbit. The rabbit eats the cat. The rabbit is blue. The rabbit is cold. The rabbit is red. The rabbit is round. The rabbit is young. The rabbit sees the cat. The rabbit visits the cat. If something eats the rabbit and it visits the rabbit then it eats the cat. If something is round and it eats the cat then it visits the cat.,cat eat rabbit,Unknown,True
The bear chases the rabbit. The bear eats the rabbit. The bear is cold. The bear is kind. The bear is nice. The bear is round. The bear likes the rabbit. The rabbit chases the bear. The rabbit eats the bear. The rabbit is cold. The rabbit is kind. The rabbit is nice. The rabbit is rough. The rabbit is round. The rabbit likes the bear. If someone likes the bear and they are rough then they chase the bear. If someone chases the bear and the bear chases the rabbit then the bear is rough.,The cat eats the rabbit. The cat is blue. The cat is cold. The cat is red. The cat is round. The cat is young. The cat sees the rabbit. The cat visits the rabbit. The rabbit eats the cat. The rabbit is blue. The rabbit is cold. The rabbit is red. The rabbit is round. The rabbit is young. The rabbit sees the cat. The rabbit visits the cat. If something eats the rabbit and it visits the rabbit then it eats the cat. If something is round and it eats the cat then it visits the cat.,bear is cold,True,True
Bob is big. Dave is smart. Erin is kind. Gary is green. Green things are white. If something is white then it is kind. If something is kind then it is white. Blue things are smart. If something is big then it is white. If Erin is kind and Erin is smart then Erin is white.,"Bob is young. Erin is quiet. Gary is quiet. Harry is kind. If Gary is cold and Gary is red then Gary is smart. If Erin is red then Erin is nice. All quiet things are kind. All red, quiet things are nice. Kind things are red. If something is quiet then it is smart.",bob is big,True,Unknown
Bob is big. Dave is smart. Erin is kind. Gary is green. Green things are white. If something is white then it is kind. If something is kind then it is white. Blue things are smart. If something is big then it is white. If Erin is kind and Erin is smart then Erin is white.,"Bob is young. Erin is quiet. Gary is quiet. Harry is kind. If Gary is cold and Gary is red then Gary is smart. If Erin is red then Erin is nice. All quiet things are kind. All red, quiet things are nice. Kind things are red. If something is quiet then it is smart.",bob is young,Unknown,True
Bob is big. Dave is smart. Erin is kind. Gary is green. Green things are white. If something is white then it is kind. If something is kind then it is white. Blue things are smart. If something is big then it is white. If Erin is kind and Erin is smart then Erin is white.,"Bob is young. Erin is quiet. Gary is quiet. Harry is kind. If Gary is cold and Gary is red then Gary is smart. If Erin is red then Erin is nice. All quiet things are kind. All red, quiet things are nice. Kind things are red. If something is quiet then it is smart.",gary is green,True,True
Erin is red. Erin is young. Fiona is big. Fiona is furry. Fiona is nice. Fiona is not quiet. Fiona is white. Fiona is young. Harry is not furry. Harry is nice. Harry is quiet. Harry is young. Nice things are red. Quiet things are red.,Anne is blue. Anne is furry. Anne is kind. Anne is nice. Anne is red. Anne is smart. Anne is young. Gary is blue. Gary is furry. Gary is kind. Gary is nice. Gary is red. Gary is smart. Gary is young. Blue things are nice.,erin is red,True,Unknown
Erin is red. Erin is young. Fiona is big. Fiona is furry. Fiona is nice. Fiona is not quiet. Fiona is white. Fiona is young. Harry is not furry. Harry is nice. Harry is quiet. Harry is young. Nice things are red. Quiet things are red.,Anne is blue. Anne is furry. Anne is kind. Anne is nice. Anne is red. Anne is smart. Anne is young. Gary is blue. Gary is furry. Gary is kind. Gary is nice. Gary is red. Gary is smart. Gary is young. Blue things are nice.,anne is blue,Unknown,True
Erin is red. Erin is young. Fiona is big. Fiona is furry. Fiona is nice. Fiona is not quiet. Fiona is white. Fiona is young. Harry is not furry. Harry is nice. Harry is quiet. Harry is young. Nice things are red. Quiet things are red.,Anne is blue. Anne is furry. Anne is kind. Anne is nice. Anne is red. Anne is smart. Anne is young. Gary is blue. Gary is furry. Gary is kind. Gary is nice. Gary is red. Gary is smart. Gary is young. Blue things are nice.,harry is furry,False,False
"Anne is big. Bob is furry. Bob is green. Bob is red. Bob is round. Charlie is furry. Charlie is green. Quiet things are kind. If something is quiet then it is furry. If something is big then it is red. All kind, big things are round. Quiet things are big. If something is round then it is furry. All furry, green things are quiet. If something is round then it is red.",Anne is not blue. Anne is green. Bob is cold. Bob is not red. Bob is white. Erin is blue. Erin is not cold. Erin is not green. Erin is red. Erin is not white. Fiona is blue. Fiona is cold. Fiona is furry. Fiona is green. Fiona is red. Fiona is white. If Erin is green then Erin is blue. If someone is quiet and blue then they are not red.,anne is big,True,True
"Anne is big. Bob is furry. Bob is green. Bob is red. Bob is round. Charlie is furry. Charlie is green. Quiet things are kind. If something is quiet then it is furry. If something is big then it is red. All kind, big things are round. Quiet things are big. If something is round then it is furry. All furry, green things are quiet. If something is round then it is red.",Anne is not blue. Anne is green. Bob is cold. Bob is not red. Bob is white. Erin is blue. Erin is not cold. Erin is not green. Erin is red. Erin is not white. Fiona is blue. Fiona is cold. Fiona is furry. Fiona is green. Fiona is red. Fiona is white. If Erin is green then Erin is blue. If someone is quiet and blue then they are not red.,anne is not,Unknown,Unknown
"Anne is big. Bob is furry. Bob is green. Bob is red. Bob is round. Charlie is furry. Charlie is green. Quiet things are kind. If something is quiet then it is furry. If something is big then it is red. All kind, big things are round. Quiet things are big. If something is round then it is furry. All furry, green things are quiet. If something is round then it is red.",Anne is not blue. Anne is green. Bob is cold. Bob is not red. Bob is white. Erin is blue. Erin is not cold. Erin is not green. Erin is red. Erin is not white. Fiona is blue. Fiona is cold. Fiona is furry. Fiona is green. Fiona is red. Fiona is white. If Erin is green then Erin is blue. If someone is quiet and blue then they are not red.,charlie is furry,True,True
The cow chases the mouse. The cow is young. The cow likes the mouse. The cow likes the rabbit. The cow likes the tiger. The cow needs the mouse. The mouse chases the cow. The mouse chases the rabbit. The mouse is blue. The mouse is kind. The mouse is young. The mouse likes the cow. The mouse needs the cow. The rabbit is blue. The tiger likes the rabbit. If the mouse is young and the mouse likes the rabbit then the rabbit chases the mouse. If something chases the tiger and the tiger is cold then the tiger is blue. If something likes the tiger then it needs the mouse. If the cow is cold then the cow chases the mouse. If the mouse is kind and the mouse likes the rabbit then the mouse likes the tiger. If something needs the cow then it likes the rabbit. If the tiger chases the cow and the cow likes the tiger then the tiger likes the cow. If something chases the tiger then the tiger likes the mouse.,The cat does not chase the mouse. The cat is red. The cat sees the cow. The cat sees the dog. The cat sees the mouse. The cow chases the cat. The cow chases the mouse. The cow is green. The cow does not visit the dog. The dog sees the cow. The mouse chases the cat. The mouse is red. The mouse is not rough. The mouse sees the cat. The mouse visits the cow. If something is big and it visits the mouse then the mouse is red. If something visits the dog and it is cold then the dog does not chase the cow. If the dog visits the mouse then the dog sees the cow. If something visits the cat and it visits the mouse then the cat visits the mouse. If something visits the dog then it chases the cat. If something chases the cat and it does not chase the mouse then the mouse visits the cat. If something sees the cat then the cat visits the dog. If something is rough then it is green.,cow chase mouse,True,Unknown
The cow chases the mouse. The cow is young. The cow likes the mouse. The cow likes the rabbit. The cow likes the tiger. The cow needs the mouse. The mouse chases the cow. The mouse chases the rabbit. The mouse is blue. The mouse is kind. The mouse is young. The mouse likes the cow. The mouse needs the cow. The rabbit is blue. The tiger likes the rabbit. If the mouse is young and the mouse likes the rabbit then the rabbit chases the mouse. If something chases the tiger and the tiger is cold then the tiger is blue. If something likes the tiger then it needs the mouse. If the cow is cold then the cow chases the mouse. If the mouse is kind and the mouse likes the rabbit then the mouse likes the tiger. If something needs the cow then it likes the rabbit. If the tiger chases the cow and the cow likes the tiger then the tiger likes the cow. If something chases the tiger then the tiger likes the mouse.,The cat does not chase the mouse. The cat is red. The cat sees the cow. The cat sees the dog. The cat sees the mouse. The cow chases the cat. The cow chases the mouse. The cow is green. The cow does not visit the dog. The dog sees the cow. The mouse chases the cat. The mouse is red. The mouse is not rough. The mouse sees the cat. The mouse visits the cow. If something is big and it visits the mouse then the mouse is red. If something visits the dog and it is cold then the dog does not chase the cow. If the dog visits the mouse then the dog sees the cow. If something visits the cat and it visits the mouse then the cat visits the mouse. If something visits the dog then it chases the cat. If something chases the cat and it does not chase the mouse then the mouse visits the cat. If something sees the cat then the cat visits the dog. If something is rough then it is green.,cat chase mouse,Unknown,False
The cow chases the mouse. The cow is young. The cow likes the mouse. The cow likes the rabbit. The cow likes the tiger. The cow needs the mouse. The mouse chases the cow. The mouse chases the rabbit. The mouse is blue. The mouse is kind. The mouse is young. The mouse likes the cow. The mouse needs the cow. The rabbit is blue. The tiger likes the rabbit. If the mouse is young and the mouse likes the rabbit then the rabbit chases the mouse. If something chases the tiger and the tiger is cold then the tiger is blue. If something likes the tiger then it needs the mouse. If the cow is cold then the cow chases the mouse. If the mouse is kind and the mouse likes the rabbit then the mouse likes the tiger. If something needs the cow then it likes the rabbit. If the tiger chases the cow and the cow likes the tiger then the tiger likes the cow. If something chases the tiger then the tiger likes the mouse.,The cat does not chase the mouse. The cat is red. The cat sees the cow. The cat sees the dog. The cat sees the mouse. The cow chases the cat. The cow chases the mouse. The cow is green. The cow does not visit the dog. The dog sees the cow. The mouse chases the cat. The mouse is red. The mouse is not rough. The mouse sees the cat. The mouse visits the cow. If something is big and it visits the mouse then the mouse is red. If something visits the dog and it is cold then the dog does not chase the cow. If the dog visits the mouse then the dog sees the cow. If something visits the cat and it visits the mouse then the cat visits the mouse. If something visits the dog then it chases the cat. If something chases the cat and it does not chase the mouse then the mouse visits the cat. If something sees the cat then the cat visits the dog. If something is rough then it is green.,cow is young,True,True
The bear chases the tiger. The bear eats the tiger. The bear is not big. The bear is blue. The bear is rough. The bear needs the tiger. The tiger does not chase the bear. The tiger eats the bear. The tiger is blue. The tiger is nice. The tiger is rough. The tiger does not need the bear. If something chases the tiger then it needs the bear. If something needs the tiger and it does not chase the bear then it needs the bear. If something is rough and it needs the bear then the bear needs the tiger. If the bear eats the tiger then the bear needs the tiger. If the bear eats the tiger then the bear is young. If something chases the bear and it eats the tiger then it eats the bear.,The bear eats the cat. The bear eats the squirrel. The bear needs the squirrel. The bear sees the cat. The cat eats the bear. The cat eats the squirrel. The cat is blue. The cat is cold. The cat needs the squirrel. The cat sees the squirrel. The squirrel eats the bear. The squirrel is big. The squirrel is cold. The squirrel needs the cat. The squirrel sees the cat. If someone eats the cat then they see the squirrel. If someone is round then they see the cat. If someone sees the bear and they are young then they eat the bear. If someone is young then they see the cat. If someone needs the bear then they eat the cat. If someone needs the squirrel and they eat the squirrel then the squirrel needs the bear.,bear chase tiger,True,Unknown
The bear chases the tiger. The bear eats the tiger. The bear is not big. The bear is blue. The bear is rough. The bear needs the tiger. The tiger does not chase the bear. The tiger eats the bear. The tiger is blue. The tiger is nice. The tiger is rough. The tiger does not need the bear. If something chases the tiger then it needs the bear. If something needs the tiger and it does not chase the bear then it needs the bear. If something is rough and it needs the bear then the bear needs the tiger. If the bear eats the tiger then the bear needs the tiger. If the bear eats the tiger then the bear is young. If something chases the bear and it eats the tiger then it eats the bear.,The bear eats the cat. The bear eats the squirrel. The bear needs the squirrel. The bear sees the cat. The cat eats the bear. The cat eats the squirrel. The cat is blue. The cat is cold. The cat needs the squirrel. The cat sees the squirrel. The squirrel eats the bear. The squirrel is big. The squirrel is cold. The squirrel needs the cat. The squirrel sees the cat. If someone eats the cat then they see the squirrel. If someone is round then they see the cat. If someone sees the bear and they are young then they eat the bear. If someone is young then they see the cat. If someone needs the bear then they eat the cat. If someone needs the squirrel and they eat the squirrel then the squirrel needs the bear.,bear eat cat,Unknown,True
The bear chases the tiger. The bear eats the tiger. The bear is not big. The bear is blue. The bear is rough. The bear needs the tiger. The tiger does not chase the bear. The tiger eats the bear. The tiger is blue. The tiger is nice. The tiger is rough. The tiger does not need the bear. If something chases the tiger then it needs the bear. If something needs the tiger and it does not chase the bear then it needs the bear. If something is rough and it needs the bear then the bear needs the tiger. If the bear eats the tiger then the bear needs the tiger. If the bear eats the tiger then the bear is young. If something chases the bear and it eats the tiger then it eats the bear.,The bear eats the cat. The bear eats the squirrel. The bear needs the squirrel. The bear sees the cat. The cat eats the bear. The cat eats the squirrel. The cat is blue. The cat is cold. The cat needs the squirrel. The cat sees the squirrel. The squirrel eats the bear. The squirrel is big. The squirrel is cold. The squirrel needs the cat. The squirrel sees the cat. If someone eats the cat then they see the squirrel. If someone is round then they see the cat. If someone sees the bear and they are young then they eat the bear. If someone is young then they see the cat. If someone needs the bear then they eat the cat. If someone needs the squirrel and they eat the squirrel then the squirrel needs the bear.,bear is big,False,False
The lion is big. The lion is green. The lion is kind. The lion is nice. The lion is young. The lion likes the tiger. The lion sees the tiger. The lion visits the tiger. The tiger is big. The tiger is kind. The tiger is nice. The tiger is young. The tiger likes the lion. The tiger sees the lion. The tiger visits the lion. If someone likes the lion and the lion likes the tiger then the tiger visits the lion. If the lion likes the tiger then the lion visits the tiger. If the lion visits the tiger and the lion does not like the tiger then the lion sees the tiger. If someone sees the tiger and the tiger is kind then they visit the tiger. If someone sees the tiger and the tiger does not visit the lion then the tiger sees the lion. If someone sees the lion then they see the tiger.,The bear is big. The bear is young. The bear likes the squirrel. The bear visits the rabbit. The rabbit is blue. The squirrel is blue. The squirrel is cold. The squirrel is young. The squirrel likes the rabbit. The squirrel sees the bear. The squirrel sees the rabbit. The squirrel visits the bear. Blue people are cold. If someone is young and they like the squirrel then the squirrel is big. If someone likes the rabbit and the rabbit visits the squirrel then they visit the rabbit. If someone sees the bear and they like the squirrel then the squirrel likes the rabbit. If someone likes the squirrel then the squirrel visits the bear. If someone is big and they see the bear then they like the squirrel. If the rabbit is big and the rabbit is cold then the rabbit likes the bear. If someone likes the squirrel and they see the rabbit then they visit the squirrel.,lion is big,True,Unknown
The lion is big. The lion is green. The lion is kind. The lion is nice. The lion is young. The lion likes the tiger. The lion sees the tiger. The lion visits the tiger. The tiger is big. The tiger is kind. The tiger is nice. The tiger is young. The tiger likes the lion. The tiger sees the lion. The tiger visits the lion. If someone likes the lion and the lion likes the tiger then the tiger visits the lion. If the lion likes the tiger then the lion visits the tiger. If the lion visits the tiger and the lion does not like the tiger then the lion sees the tiger. If someone sees the tiger and the tiger is kind then they visit the tiger. If someone sees the tiger and the tiger does not visit the lion then the tiger sees the lion. If someone sees the lion then they see the tiger.,The bear is big. The bear is young. The bear likes the squirrel. The bear visits the rabbit. The rabbit is blue. The squirrel is blue. The squirrel is cold. The squirrel is young. The squirrel likes the rabbit. The squirrel sees the bear. The squirrel sees the rabbit. The squirrel visits the bear. Blue people are cold. If someone is young and they like the squirrel then the squirrel is big. If someone likes the rabbit and the rabbit visits the squirrel then they visit the rabbit. If someone sees the bear and they like the squirrel then the squirrel likes the rabbit. If someone likes the squirrel then the squirrel visits the bear. If someone is big and they see the bear then they like the squirrel. If the rabbit is big and the rabbit is cold then the rabbit likes the bear. If someone likes the squirrel and they see the rabbit then they visit the squirrel.,bear is big,Unknown,True
The lion is big. The lion is green. The lion is kind. The lion is nice. The lion is young. The lion likes the tiger. The lion sees the tiger. The lion visits the tiger. The tiger is big. The tiger is kind. The tiger is nice. The tiger is young. The tiger likes the lion. The tiger sees the lion. The tiger visits the lion. If someone likes the lion and the lion likes the tiger then the tiger visits the lion. If the lion likes the tiger then the lion visits the tiger. If the lion visits the tiger and the lion does not like the tiger then the lion sees the tiger. If someone sees the tiger and the tiger is kind then they visit the tiger. If someone sees the tiger and the tiger does not visit the lion then the tiger sees the lion. If someone sees the lion then they see the tiger.,The bear is big. The bear is young. The bear likes the squirrel. The bear visits the rabbit. The rabbit is blue. The squirrel is blue. The squirrel is cold. The squirrel is young. The squirrel likes the rabbit. The squirrel sees the bear. The squirrel sees the rabbit. The squirrel visits the bear. Blue people are cold. If someone is young and they like the squirrel then the squirrel is big. If someone likes the rabbit and the rabbit visits the squirrel then they visit the rabbit. If someone sees the bear and they like the squirrel then the squirrel likes the rabbit. If someone likes the squirrel then the squirrel visits the bear. If someone is big and they see the bear then they like the squirrel. If the rabbit is big and the rabbit is cold then the rabbit likes the bear. If someone likes the squirrel and they see the rabbit then they visit the squirrel.,tiger is big,True,True
The lion chases the rabbit. The lion is not big. The lion is not green. The lion is nice. The lion is young. The lion does not like the rabbit. The lion sees the rabbit. The rabbit chases the lion. The rabbit is big. The rabbit is green. The rabbit is nice. The rabbit is red. The rabbit is young. The rabbit likes the lion. The rabbit sees the lion. If someone chases the rabbit then they see the rabbit. If someone is big then they chase the rabbit. If someone likes the rabbit then the rabbit chases the lion.,The bear chases the tiger. The cat needs the tiger. The cow needs the bear. The tiger is big. If someone chases the cat then they visit the bear. If someone chases the bear then the bear chases the tiger. Young people are red. If someone visits the cow then they chase the bear. If someone is big and they visit the bear then the bear chases the cow. If the bear chases the tiger then the tiger chases the cat. If someone needs the tiger then the tiger is kind. If someone needs the cow then the cow chases the cat.,lion chase rabbit,True,Unknown
The lion chases the rabbit. The lion is not big. The lion is not green. The lion is nice. The lion is young. The lion does not like the rabbit. The lion sees the rabbit. The rabbit chases the lion. The rabbit is big. The rabbit is green. The rabbit is nice. The rabbit is red. The rabbit is young. The rabbit likes the lion. The rabbit sees the lion. If someone chases the rabbit then they see the rabbit. If someone is big then they chase the rabbit. If someone likes the rabbit then the rabbit chases the lion.,The bear chases the tiger. The cat needs the tiger. The cow needs the bear. The tiger is big. If someone chases the cat then they visit the bear. If someone chases the bear then the bear chases the tiger. Young people are red. If someone visits the cow then they chase the bear. If someone is big and they visit the bear then the bear chases the cow. If the bear chases the tiger then the tiger chases the cat. If someone needs the tiger then the tiger is kind. If someone needs the cow then the cow chases the cat.,bear chase tiger,Unknown,True
The lion chases the rabbit. The lion is not big. The lion is not green. The lion is nice. The lion is young. The lion does not like the rabbit. The lion sees the rabbit. The rabbit chases the lion. The rabbit is big. The rabbit is green. The rabbit is nice. The rabbit is red. The rabbit is young. The rabbit likes the lion. The rabbit sees the lion. If someone chases the rabbit then they see the rabbit. If someone is big then they chase the rabbit. If someone likes the rabbit then the rabbit chases the lion.,The bear chases the tiger. The cat needs the tiger. The cow needs the bear. The tiger is big. If someone chases the cat then they visit the bear. If someone chases the bear then the bear chases the tiger. Young people are red. If someone visits the cow then they chase the bear. If someone is big and they visit the bear then the bear chases the cow. If the bear chases the tiger then the tiger chases the cat. If someone needs the tiger then the tiger is kind. If someone needs the cow then the cow chases the cat.,lion is big,False,False
The mouse chases the squirrel. The mouse is kind. The mouse is round. The mouse likes the squirrel. The squirrel chases the mouse. The squirrel is kind. The squirrel is round. If something likes the mouse and the mouse chases the squirrel then the squirrel chases the mouse. If the mouse is young then the mouse is green. If the mouse needs the squirrel then the mouse is young. If something needs the mouse then the mouse chases the squirrel. If something likes the squirrel then it chases the squirrel. If the mouse is round and the mouse needs the squirrel then the mouse is kind. If something is green then it needs the squirrel. If something is kind and it needs the squirrel then it is green.,The dog does not eat the mouse. The dog is rough. The dog likes the rabbit. The mouse eats the rabbit. The mouse is young. The mouse does not like the tiger. The rabbit chases the mouse. The rabbit does not chase the tiger. The tiger chases the mouse. The tiger likes the rabbit. If someone eats the mouse then they chase the dog. If someone likes the rabbit and the rabbit chases the dog then the rabbit is young. If someone eats the tiger then they like the dog. If someone likes the dog and the dog likes the tiger then they are young. If someone eats the rabbit then the rabbit eats the mouse. If someone is red and they eat the mouse then the mouse is red.,mouse chase squirrel,True,True
The mouse chases the squirrel. The mouse is kind. The mouse is round. The mouse likes the squirrel. The squirrel chases the mouse. The squirrel is kind. The squirrel is round. If something likes the mouse and the mouse chases the squirrel then the squirrel chases the mouse. If the mouse is young then the mouse is green. If the mouse needs the squirrel then the mouse is young. If something needs the mouse then the mouse chases the squirrel. If something likes the squirrel then it chases the squirrel. If the mouse is round and the mouse needs the squirrel then the mouse is kind. If something is green then it needs the squirrel. If something is kind and it needs the squirrel then it is green.,The dog does not eat the mouse. The dog is rough. The dog likes the rabbit. The mouse eats the rabbit. The mouse is young. The mouse does not like the tiger. The rabbit chases the mouse. The rabbit does not chase the tiger. The tiger chases the mouse. The tiger likes the rabbit. If someone eats the mouse then they chase the dog. If someone likes the rabbit and the rabbit chases the dog then the rabbit is young. If someone eats the tiger then they like the dog. If someone likes the dog and the dog likes the tiger then they are young. If someone eats the rabbit then the rabbit eats the mouse. If someone is red and they eat the mouse then the mouse is red.,dog eat mouse,Unknown,False
The mouse chases the squirrel. The mouse is kind. The mouse is round. The mouse likes the squirrel. The squirrel chases the mouse. The squirrel is kind. The squirrel is round. If something likes the mouse and the mouse chases the squirrel then the squirrel chases the mouse. If the mouse is young then the mouse is green. If the mouse needs the squirrel then the mouse is young. If something needs the mouse then the mouse chases the squirrel. If something likes the squirrel then it chases the squirrel. If the mouse is round and the mouse needs the squirrel then the mouse is kind. If something is green then it needs the squirrel. If something is kind and it needs the squirrel then it is green.,The dog does not eat the mouse. The dog is rough. The dog likes the rabbit. The mouse eats the rabbit. The mouse is young. The mouse does not like the tiger. The rabbit chases the mouse. The rabbit does not chase the tiger. The tiger chases the mouse. The tiger likes the rabbit. If someone eats the mouse then they chase the dog. If someone likes the rabbit and the rabbit chases the dog then the rabbit is young. If someone eats the tiger then they like the dog. If someone likes the dog and the dog likes the tiger then they are young. If someone eats the rabbit then the rabbit eats the mouse. If someone is red and they eat the mouse then the mouse is red.,mouse is kind,True,True
Anne is not blue. Anne is nice. Anne is round. Anne is smart. Charlie is blue. Charlie is not young. Fiona is not nice. If Anne is nice then Anne is round. If something is cold and not round then it is smart.,The dog is round. The lion eats the dog. The lion is big. The lion is kind. The lion is young. The lion does not need the dog. The lion visits the dog. If the lion visits the dog then the dog is green.,anne is not,Unknown,Unknown
Anne is not blue. Anne is nice. Anne is round. Anne is smart. Charlie is blue. Charlie is not young. Fiona is not nice. If Anne is nice then Anne is round. If something is cold and not round then it is smart.,The dog is round. The lion eats the dog. The lion is big. The lion is kind. The lion is young. The lion does not need the dog. The lion visits the dog. If the lion visits the dog then the dog is green.,dog is round,Unknown,True
Anne is not blue. Anne is nice. Anne is round. Anne is smart. Charlie is blue. Charlie is not young. Fiona is not nice. If Anne is nice then Anne is round. If something is cold and not round then it is smart.,The dog is round. The lion eats the dog. The lion is big. The lion is kind. The lion is young. The lion does not need the dog. The lion visits the dog. If the lion visits the dog then the dog is green.,fiona is nice,False,False
The rabbit needs the tiger. The tiger does not like the rabbit. If something needs the rabbit and it likes the tiger then the rabbit needs the tiger. If something needs the tiger then it eats the tiger. If something eats the rabbit then it needs the rabbit. If something eats the tiger and it is kind then the tiger is not green. If something is red then it eats the rabbit. If something eats the tiger then it eats the rabbit. If something likes the rabbit and it is young then it is green. If the tiger is cold and the tiger needs the rabbit then the tiger eats the rabbit.,The lion chases the rabbit. The lion is not big. The lion is not green. The lion is nice. The lion is young. The lion does not like the rabbit. The lion sees the rabbit. The rabbit chases the lion. The rabbit is big. The rabbit is green. The rabbit is nice. The rabbit is red. The rabbit is young. The rabbit likes the lion. The rabbit sees the lion. If someone chases the rabbit then they see the rabbit. If someone is big then they chase the rabbit. If someone likes the rabbit then the rabbit chases the lion.,rabbit need tiger,True,Unknown
The rabbit needs the tiger. The tiger does not like the rabbit. If something needs the rabbit and it likes the tiger then the rabbit needs the tiger. If something needs the tiger then it eats the tiger. If something eats the rabbit then it needs the rabbit. If something eats the tiger and it is kind then the tiger is not green. If something is red then it eats the rabbit. If something eats the tiger then it eats the rabbit. If something likes the rabbit and it is young then it is green. If the tiger is cold and the tiger needs the rabbit then the tiger eats the rabbit.,The lion chases the rabbit. The lion is not big. The lion is not green. The lion is nice. The lion is young. The lion does not like the rabbit. The lion sees the rabbit. The rabbit chases the lion. The rabbit is big. The rabbit is green. The rabbit is nice. The rabbit is red. The rabbit is young. The rabbit likes the lion. The rabbit sees the lion. If someone chases the rabbit then they see the rabbit. If someone is big then they chase the rabbit. If someone likes the rabbit then the rabbit chases the lion.,lion chase rabbit,Unknown,True
The rabbit needs the tiger. The tiger does not like the rabbit. If something needs the rabbit and it likes the tiger then the rabbit needs the tiger. If something needs the tiger then it eats the tiger. If something eats the rabbit then it needs the rabbit. If something eats the tiger and it is kind then the tiger is not green. If something is red then it eats the rabbit. If something eats the tiger then it eats the rabbit. If something likes the rabbit and it is young then it is green. If the tiger is cold and the tiger needs the rabbit then the tiger eats the rabbit.,The lion chases the rabbit. The lion is not big. The lion is not green. The lion is nice. The lion is young. The lion does not like the rabbit. The lion sees the rabbit. The rabbit chases the lion. The rabbit is big. The rabbit is green. The rabbit is nice. The rabbit is red. The rabbit is young. The rabbit likes the lion. The rabbit sees the lion. If someone chases the rabbit then they see the rabbit. If someone is big then they chase the rabbit. If someone likes the rabbit then the rabbit chases the lion.,rabbit need tiger,True,Unknown
"Gary is blue. Gary is quiet. Gary is smart. All white, quiet things are young. Green things are white. Young, quiet things are red. All blue, young things are smart. Quiet things are green. If Gary is young then Gary is quiet.",Gary is cold. Gary is furry. Gary is kind. Gary is red. Gary is round. Gary is not smart. Gary is white. If someone is round and not red then they are not cold. If someone is smart and not white then they are furry.,gary is blue,True,Unknown
"Gary is blue. Gary is quiet. Gary is smart. All white, quiet things are young. Green things are white. Young, quiet things are red. All blue, young things are smart. Quiet things are green. If Gary is young then Gary is quiet.",Gary is cold. Gary is furry. Gary is kind. Gary is red. Gary is round. Gary is not smart. Gary is white. If someone is round and not red then they are not cold. If someone is smart and not white then they are furry.,gary is cold,Unknown,True
"Gary is blue. Gary is quiet. Gary is smart. All white, quiet things are young. Green things are white. Young, quiet things are red. All blue, young things are smart. Quiet things are green. If Gary is young then Gary is quiet.",Gary is cold. Gary is furry. Gary is kind. Gary is red. Gary is round. Gary is not smart. Gary is white. If someone is round and not red then they are not cold. If someone is smart and not white then they are furry.,gary is blue,True,Unknown
